BJD,Flux,Flux_err,theta0,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,theta16,theta17,theta18,theta19,theta20,theta21,theta22,
2459177.5181201356,0.9997025152393588,0.0004155463012269415,0.0795840107781351,0.01578227581021357,-0.06539199747590564,-0.023373035623003625,0.042759721384285285,-0.007848407108980696,0.013567306255278994,0.002284404705994585,-0.0629405537881973,0.12427005846625794,-0.07631676189710626,-0.040114090395983924,-0.0401202978640466,-0.02510034851109827,-0.04294950607423522,0.003028001311437753,0.07405874002822475,-0.06688576343365593,0.04352687263414631,0.09365077271285549,-0.04431410698474099,0.06283348083443903,0.007861780878165603,
2459177.518814864,1.0005564148646264,0.000415648125274356,0.027156284131880086,0.05834341612948938,-0.06558127375577988,0.008961825469384998,0.08959765885195706,0.022653236769811305,0.013615255787355634,-0.012865354768878512,-0.04328154991846252,0.031066525284416592,-0.07505055801884611,0.043262447978738704,0.006445605140800544,-0.0010821603091994247,0.07604438617475245,0.01551991240265451,0.03571177439277795,-0.05933061083127711,0.073133025821764,-0.10112532797541461,0.038896759505013596,0.03817780339185256,-0.0009696188021389076,
2459177.5195095926,1.000967510453008,0.0004156744532254275,0.08362215980760446,-0.025307942055844742,-0.03286526838351256,0.14812793560362392,0.04933504029606531,0.05862694541738729,-0.10084301452109765,-0.10990368022816173,-0.026151582554501746,-0.02542258220323368,0.0464016076917238,-0.17202840386636337,0.02071563488609684,-0.10834274375587952,-0.011334153712025664,0.00460183577726159,-0.03187199699206928,-0.06458527879875929,0.0733287240548027,0.00860426151556647,0.0779603415830145,0.05370985005998792,-0.06145015029909089,
2459177.520204322,1.00062714055083,0.0004155679284274642,0.03414213447601627,-0.058006961661445776,0.03116829556445333,0.050741242671998435,0.03928883877063849,0.01545126931864263,0.12648479294175052,-0.005284460973003505,-0.04482362476039851,-0.15171857108981257,-0.05114054156729994,0.08460975456902119,-0.03266998364964356,0.03046512076475209,-0.045965865483157294,-0.039284295170846154,0.10904417930492294,-0.06734242949176093,-0.03265858413220976,0.12012854435249404,0.14219261026192112,-0.0064785634678784995,-0.037695404781642815,
2459177.5208990388,1.000489106804831,0.0004155264686643789,0.07084089501381234,0.05895781224793485,-0.02229347153067418,0.17867150388453706,0.030654967915344056,0.03261468813524733,-0.03727677162642304,-0.07791217721888957,-0.0018620221157435268,0.05291265839345473,-0.055872071799464476,0.07435983670456132,-0.06686758968903288,0.03172124043959507,0.01610469618262442,-0.03193528247166077,0.011386541617702417,-0.062481135773824345,-0.033937244657567055,0.12706092418068735,0.024002571433528977,0.05449616994584195,-0.007083851902957095,
2459177.5215937677,1.0003451197501354,0.00041546595374646755,0.06055746070539202,-0.05370077767889874,-0.0027230386466245843,0.027672470037809593,0.0248798406324392,0.03917374608332119,-0.021996114504858673,-0.0025173744650575256,-0.03280431200516348,-0.0005210729109812011,-0.017331290182705135,0.06213265672176289,-0.0023420620230667384,0.07997369810441948,-0.05451431336166933,-0.02199876579073761,0.10619980922833148,-0.06347145523167527,0.016909890142208353,0.09983148939896089,0.11439786889540553,-0.010995720716553858,-0.029056405454944395,
2459177.522288496,1.0006473909903302,0.00041551184872076763,0.03983690380076849,-0.007868759685660247,0.02701935744547655,0.07642122961006619,-0.047757746105613064,-0.018894143818390607,-0.02999897832916934,-0.04087538074404938,0.06394284600379885,-0.004101435790513572,-0.035984988288839836,-0.01903893202475185,0.02979589380369928,0.04672687756895506,0.030753595839727664,-0.09405550073339863,0.0855178116918408,-0.06474968881122811,0.07671653132108623,-0.006760176644926806,0.20581407209833538,-0.010636732633372151,0.07794038666877408,
2459177.5229832134,1.0021128537344792,0.0004158005363052295,0.07598878842560862,-0.14991201980725227,-0.0014630775950245133,0.13781179381596972,-0.04351767055948236,0.034319322621975124,-0.029630313497762264,-0.13479080654461473,-0.01826431275344282,0.0887106446143413,0.03594600571581538,-0.009829223545610713,0.009685776463293706,0.05221847938954731,-0.03764718091521236,-0.03165401875380888,0.010633750810740583,-0.06512414252210877,0.10690726901011954,-0.0034612960227732095,0.05893583803372905,0.04564758034295492,-0.08549161511183208,
2459177.5236779423,1.0009080658748581,0.0004155308803129807,0.0011602333290657689,-0.03933982012047685,0.020608377423655632,-0.04155260172511299,-0.035783203497966105,-0.024773539910808422,0.026015713819695706,-0.08181699120524426,-0.06276060991972748,0.06183264370209304,0.041322508592298246,0.0975814227511996,-0.049091006388572285,-0.02734032306775023,0.01830669543391142,-0.10420382093552749,0.10766322635836881,-0.06379286437033055,0.0912122252235644,0.004058303516226991,-0.07322161651805605,-0.022251784469766153,0.04709441342027754,
2459177.524372671,1.0003777766818132,0.00041541367943774196,0.07520294489286743,-0.029871092062345405,0.01441246849961623,-0.050198961919442286,-0.005611446577896755,-0.022024943890324784,-0.06970972053342314,-0.04301524392577271,-0.11849083677167568,-0.0788262633815944,-0.04848660857795134,0.10529304857869413,-0.03404004537490553,0.028371314990755472,0.023105774330844257,-0.07733734405413442,0.11981848605303227,-0.06492871966375821,0.06264422348903703,-0.0706525890742258,-0.07669674259701051,-0.022976538659411058,0.03380068632317207,
2459177.5250673997,1.0002163680076634,0.00041536392863187276,0.07735833723829029,0.10706001931773418,0.03716754643262462,-0.014473257115393226,0.02250027299296134,0.03909058384212907,0.03853709481908038,0.018004286980890294,-0.00540579822527161,-0.03787807305032151,-0.025289462441223626,-0.014519947385840414,-0.11204291247908524,0.021573022071058164,-0.04281455389856568,-0.09806701051566932,0.1289198024335642,-0.06598805892763017,0.07624702387057061,0.06600793383707951,-0.027929950112495883,-0.09096944687471842,-0.06529195323454179,
2459177.5257621165,1.000110732545195,0.0004153360721059287,0.047996868352786076,0.056918447625204316,0.1002939355621043,0.014509501155357945,-0.02882090714231957,0.03916787659648389,0.10685232215379965,-0.0776983002359114,-0.03207721798998961,-0.011373907185227433,0.13256003976648284,-0.037234063137831404,-0.0017007561684246747,0.05045294033965131,-0.06435728697690604,-0.09479283917477994,0.04205644142643461,-0.06734283285816743,0.13741438867108055,0.10268619253878375,0.05359331176908319,-0.12854685761190243,0.033005018433586567,
2459177.5271515744,1.0017473306413034,0.00041564808110160293,0.02877153217380116,-0.0928131567576432,0.11940542392972388,0.004641587526124256,-0.08883576696846102,0.11777191161767554,-0.05630534413347223,-0.1271858903456774,-0.03530138757991565,0.07669377314653159,-0.0483455580365012,0.0388794053497962,-0.09989858501332483,0.019869196691817678,0.0954289077655515,0.019306683658613915,-0.007231218553366614,-0.06715240168668761,0.08066549501379087,0.020375566067936873,-0.0005586027200161769,-0.0130160141002247,0.12188958083060258,
2459177.527846303,1.0010847747209246,0.0004155049695022476,-0.004529417497509697,0.024424060055589877,0.03866538716334377,-0.12248277306369734,-0.07193027477720697,0.015668705084815777,-0.0450785224178175,0.021052883611164135,-0.058866358163608634,-0.07133399391433132,-0.034335613894931186,0.07186741409048714,-0.021675396004157715,-0.029716633389865132,-0.07495622030342736,0.1813073258090615,0.053808296018368285,-0.06230606357922786,0.11429398678743596,-0.060783619867613776,-0.07522376501095537,0.006371855036555119,0.012052868714029823,
2459177.52854102,1.001134033102034,0.00041549816804491786,0.08254392067517986,-0.24148397191260113,0.04514999454974485,-0.04232634584642761,0.013264973112429503,-0.007619140711965172,-0.0810913463064685,0.08465603271640011,0.2276729014269352,0.02491033551110372,0.05404759241442236,-0.05408062353511853,-0.21830087058911185,0.029943540994481765,-0.09668305181448972,-0.0798774959958677,0.04550524743921838,-0.06534031264552101,0.02583816036911113,-0.001422855980843546,0.03944400874030074,-0.040772039121069886,0.22778395905044455,
2459177.5292357486,1.000330698996439,0.0004153334498187303,0.0178112745672887,-0.02437881568269251,0.037605282734841136,0.014706844442238715,-0.09587766925182978,0.01846603186786286,-0.06793224233145342,0.023382206131751928,-0.07761801280180919,0.05886954209580496,0.06738662807430096,0.012469854890064358,0.07668102846135424,0.08812051133531945,0.04874800482143937,0.1267719255088639,0.042352205984185445,-0.06570668403044967,-0.07871793407088866,-0.03516825612894536,0.030614782113484118,-0.0054870883802450865,-0.02310551277991313,
2459177.529930478,1.0007681902397103,0.0004154223843209926,6.651119509711753e-05,-0.08382189770298137,0.06737865799312329,-0.010599207133901181,-0.13423806199454363,0.049711770822923544,0.050379319922731064,0.03280380863927344,0.028581758370316318,-0.01693137303049355,0.04977066582566242,0.08737739896158728,0.04737812773436251,0.03542602604959352,-0.032404692273310824,0.02563783174404227,-0.0805318836259962,-0.06544707651762385,0.054343815360856196,0.008339593466340639,0.010129034474315457,-0.02652220687929953,-0.13129550679336197,
2459177.5313199232,1.000644450629539,0.00041540455041320077,-0.04417123787248033,0.008201730547570896,0.051884941088101634,0.03880324145685271,-0.11816575902161304,0.03675653514584046,-0.09910191592308507,0.07519065812244811,-0.03791368647310715,-0.11974520403918992,-0.04832029482667444,0.06110441677667463,-0.11051575419586143,0.07031121155710768,0.07813125927821335,0.11753735079048215,0.028947032223907276,-0.0647912307896899,-0.03214263688416208,0.02344604251514497,0.08868062276071689,0.028178224844830464,-0.03153233206611708,
2459177.532014652,1.000316473628113,0.00041532516990456305,-0.0655390702100009,-0.01567343384282142,0.04888888176241475,0.05529094700425332,-0.08626217741860767,0.03514822333909308,-0.0033672683533635395,0.036384784213415226,0.029910813150795967,-0.01876539553102588,0.02035022848556789,0.09481390924997513,0.003544833070912967,-0.0464544689842632,-0.011421635238461014,0.05558770415457181,-0.036900328700339886,-0.06381002914551837,0.05846884568217958,-0.12941866012312814,0.039424661895140656,-0.07725562054239235,0.04431293705233336,
2459177.5334040984,0.9992507090910585,0.0004151119091661039,-0.04096151354996198,-0.044973860478741357,-0.04697736556975539,0.06227515765018187,0.020443763665269517,-0.05616136227189621,0.02843742075912617,0.0534487012323223,-0.060547239197988795,0.13563668370459742,0.03807216657295656,0.06755580486148569,-0.07297120455146677,0.0027499809408474407,0.016026440903442934,0.020127089930310288,-0.018217723463032867,-0.06401084344568159,0.06904147091545348,0.0014510722928919584,-0.14637481191518378,-0.06091428368613919,0.03449812055923175,
2459177.5340988263,0.9995218048742588,0.0004151479881761497,-0.08844260437889424,-0.10804889265983875,-0.06235908338230192,-0.02253054210088515,0.06432029713112154,0.18011723509587838,-0.06860999214399925,0.11525060729177125,-0.010832163569975378,-0.006661124566895382,0.026573690691752194,-0.03753561382749114,-0.019984656309480597,-0.02324860813658647,0.07122849634332057,0.02537772582116546,0.005503451005903718,-0.05197975644008159,0.00586254314655283,0.04469100093247477,-0.009485292587543867,0.0328904520554663,0.07148207834285084,
2459177.535488284,0.9993915959794764,0.0004151566998834466,-0.07240303438472971,-0.015194595508536524,-0.047047374367086316,0.12183774276274727,-0.014874819649277633,0.026073386458733756,-0.03741565578289878,0.037012989040526585,0.03175545758374042,-0.06109648777752062,0.08994285330354304,0.04075367724396822,0.0475723229087755,0.014497552362714328,-0.07047024598985754,0.05843727665454724,0.09339756990004335,-0.05968802594758418,0.03037267922753266,-0.028885364871648583,0.04206600544204664,0.1417410278546291,0.019383410395253063,
2459177.5361830015,0.9997062741296157,0.00041524804334620424,-0.09363297202459088,0.04942779008257017,0.02959927756123759,-0.046202160617586974,-0.05816483018366677,0.12044505201417455,0.04307095176998961,0.04527780305380754,-0.023335570745830564,-0.06543492303532211,0.09229929229771354,0.08540299684134237,0.04734842837692399,0.09360295733520729,0.01690964407353418,0.001764403749371951,0.0644149552179117,-0.06454429348294519,-0.011699031991600233,-0.09677708734153298,0.01866938028525718,0.06435545239270857,-0.10310156343350257,
2459177.5368777295,0.9998627143578646,0.00041571205267578116,-0.09638987740535679,0.03374252422273291,0.03357344146824382,0.025438457304199077,-0.03147493777569862,0.0689313031659958,-0.06285877054072547,-0.0699710791282623,0.009647754708307837,0.055427649243910214,-0.012380543431074338,0.04340829105444638,0.06779933308605277,0.06440330902778421,-0.034430836129576925,-0.04044624346863035,0.12116754206509418,-0.061389293181819,0.03413563406572958,0.05560457549728917,0.10141256219046788,0.1045398093678554,-0.07040474264738789,
2459177.537572459,1.0000289715250135,0.0004154195577040995,-0.15015406879426754,-0.059240212784253635,0.06124910845189437,0.03128588964690958,-0.027057679487074767,0.013480977746845339,0.05608671480090476,-0.12027003710228744,0.008676106116885227,-0.06487868789889198,0.0020257630514213796,-0.0313717154037085,0.04193032179378667,-0.08372411182341459,0.019910199401800346,0.017575475197048496,0.1861972912752946,-0.0594826077300307,0.05534369969597668,-0.051871561850858255,-0.1420562582907598,-0.007797194805037072,0.0598292700774664,
2459177.538267176,0.9996607683337921,0.00041544655052479066,-0.06375969275231788,0.06831727604628793,0.05516753194263559,0.01655516707651771,0.0171041142394501,0.06753446460935375,0.011392883698477324,-0.06853001660487887,-0.060066945515611925,-0.013732172942382187,-0.04262658759439734,-0.03202038777570149,-0.09453176547950422,-0.02523364213905671,-0.03635614476524386,-0.028834949055588255,0.006126835761153795,-0.06001450704752625,0.10533540944597462,-0.06642195142449972,0.06007532318470314,0.03567125731685061,-0.026501283586696844,
2459177.5389619046,0.9991050746479991,0.0004153662044300366,-0.050415996996434495,0.025192756078954572,0.0405999939990131,-0.1051048404349079,0.08209129813462693,0.12015689474407787,-0.07621894508204041,-0.032031059879485624,0.024532543057195128,-0.005892276717320344,0.005374414916375702,0.07774367930970569,-0.058617964221547136,0.02374422531563572,-0.03928171607083644,0.008895913925480836,0.08208914931647678,-0.062218444343696694,0.0003532655281246262,-0.06567214211405505,0.028904498116673543,0.005692587387385994,-0.07548679015825543,
2459177.539656633,1.0000474475767012,0.00041554186164886273,-0.1126077308832562,0.056300565019925045,0.08455530080143994,-0.054565752870910596,0.014101926766971619,0.03243025267389883,0.02274672594967192,-0.04839344887069089,0.07919557523368892,-0.011835625626303858,-0.01999998982625543,-0.0029018259682427883,-0.03536830629476789,-0.09072964323118393,0.045065457814074596,-0.00808959947134509,0.057122648779260404,-0.06094095675449639,-0.06448489758671049,0.07346279851071148,-0.002085537929354876,-0.023218180939224453,-0.04473824831584,
2459177.540351362,1.0010511056827356,0.00041574840891912867,-0.12234579725500118,0.0011851139760168218,0.06737603502537938,0.005279966519926254,0.08466777359216472,0.0358504171475496,-0.022687005711812674,-0.07098135203972288,0.0631660600211702,0.03810258015654258,-0.018251764913378564,0.022585399359689784,-0.010139677639698502,0.010094995590722761,0.037936874583426775,0.015231357898290733,-0.012314017389969505,-0.05405781868854314,0.07945073944318846,0.02215537030330267,-0.00826599398828623,-0.00517080818827205,0.014987238059391034,
2459177.5410460792,1.000282225082824,0.00041556200590386774,-0.0543789892897557,-0.09470373967342925,0.07465072989126537,0.009014951463979659,0.034289118233715124,-0.11468213636429413,-0.0960562979752081,-0.05580156114943437,0.04184931943820294,0.058494382668934024,-0.004798759234003446,0.0602698850469392,-0.06591145471414568,0.10666749886671772,0.020220924173337193,0.020272287940692895,-0.0006973683276330296,-0.06067713142725592,0.048218431762561194,-0.003249326153249396,-0.058800608767836084,0.04228734964503306,-0.018598891671380742,
