BJD,Flux,Flux_err,theta0,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,
2459179.9561948553,1.0002470872095341,0.00041709963128723065,-0.03704078454499785,-0.08288905359974273,-0.017329197148581887,-0.040665523710654836,0.06809825620037085,-0.025997154873494355,0.04838635910807153,-0.13154411206592287,0.012044875997037099,-0.054615829022526985,0.0001848484746933714,0.05382611897023956,-0.09664904910089647,-0.018409024039256955,-0.0615561657784901,-0.0688952334344611,
2459179.9568895707,1.0000469953277562,0.000418257693883533,-0.02096140727568673,-0.08279402537902493,-0.04538004731907652,-0.02431808395820836,0.056584503244148175,0.10397898239335436,0.024031935588857786,-0.14610637038725546,-0.033132035801169274,-0.007035564228329043,0.025666230180708446,-0.0147161686601351,0.00397328458208434,-0.0010461015430017903,-0.02933853067692191,-0.06854980599983755,
2459179.957584298,1.0007861603703347,0.00042073863032481235,-0.012111985520412672,-0.05140713921959674,-0.05648534288882889,0.012143359068365006,0.09823652636811707,-0.044662274728345636,-0.01527497217483392,-0.11713852735720119,-0.032435656360730314,0.012065482006696151,0.02158730271048633,0.11122363334044917,-0.023279437693194155,0.038824360630174776,0.02346978968986091,-0.06699026358820903,
2459179.988846851,1.0013977667401202,0.0004277768142825503,-0.002695408125283979,0.014592359567965932,0.07987686540656125,0.059832450361429285,-0.08592429163035503,0.07769813540109245,0.0760804080982786,-0.08332420099741936,-0.014486119608609564,-0.10183260256498364,0.011969797489681008,0.05342174863718544,0.01776177556564429,-0.058638427610034474,0.012996155251215002,-0.06526438879889634,
2459179.989541578,0.999226632111962,0.00041664286463194883,0.06921717784769772,0.03538577941052289,-0.010032061667557629,0.18913894924187302,0.029754387110794926,-0.06715632775613846,-0.026706982437935418,-0.024200575927797598,0.09449061109451187,-0.16399405169590756,0.0009466013606841397,0.10703125156068936,-0.04411539110716206,0.05738315912480299,-0.04248432139625542,-0.06918123633456272,
2459179.990236294,1.0005106288835584,0.00041572911262352925,-0.021839068294572248,0.12673994687575907,0.10734493511959693,0.05403983854325174,-0.05456099514321769,0.004451466959372221,-0.0927068089818708,-0.01697144359460883,-0.03850220431876202,-0.11145293750430948,0.05411086957004698,0.03658228448445512,-0.016035607061348878,-0.061540322600904786,-0.1250748998221784,-0.0645516280444863,
2459179.9909310206,1.0009460932966683,0.0004157005524748213,-0.0022211801601762786,-0.007195790611750881,0.14330217413959567,-0.05868016984837973,0.03154105369316685,-0.0014356859515335793,-0.02420282949905919,-0.05381119066666398,-0.10898150000488518,-0.06825398158256225,0.012353107336431952,0.08060506502063809,-0.1511740153124005,-0.0596255823857835,-0.08447612660499829,-0.06542324436718046,
2459179.9916257476,0.999624777789975,0.00041540298949151015,0.017455592813241567,0.04853832310779457,0.03720132312913523,-0.03919799417475999,0.025384784370615632,0.15449666805887657,0.023168321415988607,-0.04767977041643139,-0.013470667257354373,-0.002237544695896916,-0.03442751543687212,-0.02073495047946316,0.09375090809617054,-0.00512165166955537,0.003416599095728237,-0.07252439661773677,
2459179.992320463,1.0004039572199395,0.0004155162348797703,0.028871450137170355,-0.03376298515170429,0.09043065221905094,-0.04654667419561068,0.11320148144561086,-0.06981620775682121,0.02893174817496522,-0.009318233067340087,0.02370943376380287,-0.004557752997315047,-0.011422493563632853,-0.03421615711420014,-0.0017442493507782127,0.016700255181299913,-0.016907664376257486,-0.0641687832588892,
2459179.99301519,0.9998286650148444,0.0004153811885298711,0.06054749072636812,0.07594774380772065,-0.06920990007731856,0.0086559632344348,0.019886981334960484,0.004708537953099698,0.05751452171443071,-0.09930133072025842,-0.03923004291855436,0.010566455704272792,-0.0376751582190894,0.20132506706077113,-0.004553089483084145,-0.009366583113139438,-0.008303971558538086,-0.07028902345172115,
2459179.993709917,1.0005528132337618,0.00041547594162211335,0.024972059625336017,0.021547288485447666,0.07588604506452358,0.02694087446380965,0.060350440769503,0.028007182805637226,-0.10662728587752203,-0.058058450192107945,-0.048842216123050404,-0.04181143645000028,-0.08314469100090538,-0.0450826999798769,-0.058072289738482656,-0.05429375648628566,-0.12940963240830156,-0.06988806460865035,
2459179.994404632,0.9996439294342305,0.0004153073217016473,0.11194254543324256,-0.09395012816665853,-0.05773967470779872,0.07608047351812454,0.16688694881267688,0.0186731885872598,-0.044733409512181896,-0.03324302470691985,-0.0892959076871028,-0.03240631699900965,-0.03332768262046816,-0.06453036406317174,-0.021028320327175155,-0.067780810956691,-0.016224471767763534,-0.06770596822004787,
2459179.9950993597,1.0002217306256895,0.000415380572285526,0.00929548826092802,0.01521795690574593,0.09326769216579173,-0.00906781211873077,0.11176466324936171,-0.06914371710331203,-0.01288017254358047,0.007229719817377573,-0.13610266716861472,0.06762064158897921,-0.09672552627156264,0.041177504034652174,-0.06986233939634753,0.038085751726562915,-0.05953738765682657,-0.06626184235927207,
2459179.9957940863,0.9994252594189441,0.00041522696507378774,0.048952633522818624,-0.0211980827921735,0.05708396766982711,0.048832850372029696,0.013315327858104147,-0.008749894197595122,0.049581286924601765,-0.08738643913857994,-0.09047369263951918,-0.10453084894652157,-0.008266069977372564,-0.016991490984265716,0.08674059054719203,-0.014642412068207664,-0.08043684751483413,-0.07150412118264922,
2459179.9964888017,0.9996633440735231,0.00041524437657522326,0.07625897188468331,0.016417438833141586,0.05661562783469569,0.0848394393366362,0.03665458720874079,0.016444797172202794,0.01809333309300468,-0.04234063128619931,-0.12407019910055994,-0.03666915256568345,-0.0009685921979456191,-0.08360101576972193,-0.059068435590642454,-0.03572633996935128,0.04467149717616009,-0.07043402809658093,
2459179.9971835287,1.0008269530428435,0.0004154445808182831,0.04943169793537519,0.02466177496502265,0.026546376232579834,-0.01889929242072748,0.07001389585222471,0.01190200617126087,-0.012255214429170803,-0.08300576156995824,-0.08653846267236974,-0.043913198922759855,-0.07905135266181741,0.03664893198618535,0.018353044946034104,-0.04613598427226081,0.04390003091421544,-0.07046775972101944,
2459179.997878256,1.000330535774335,0.00041537805328727243,0.06651589364155508,-0.020681259574372834,-0.14983375246013705,0.07761702098394771,0.008433478383712237,-0.03675491966302884,-0.048990554136275816,-0.10275727950979612,-0.02311226483458519,-0.03569782771619581,-0.10665171558542909,-0.1133299279831024,0.11797153491251704,-0.01711943002876531,0.020856990671488412,-0.072836118849902,
2459179.998572971,0.9997832481743176,0.0004152288804859907,0.03441079475162891,-0.09525708560679183,-0.005316345372623306,0.06923901349171842,0.01105952369504384,-0.09432596491790167,0.0778045780186868,-0.09856800360795413,-0.11810184723596996,0.11739272274624273,-0.09363823178276184,0.0019459219528079378,0.05707671982872157,-0.09930821694793006,0.04218022259682023,-0.06919629242241518,
2459179.999267698,1.000180978939389,0.0004153110021366516,0.0024016280892759276,-0.011003046381692633,-0.010510688166452412,0.024288644408023835,0.0017814416144923532,-0.015294013233817471,-0.00398122771767905,-0.07954599255371678,-0.02720753751957515,0.08222110534350612,-0.14173308830425127,0.05622557176045078,0.01514089210503549,-0.015371146445854125,0.0036723714626649587,-0.07207193636230018,
2459179.999962425,0.9987412520832014,0.00041501814086083224,0.01587450845813115,-0.04948894202450128,-0.03064698954799597,0.040693814464099656,-0.08353768916318037,-0.07765502068346782,0.035659503071912846,-0.07141030157453189,0.013291127858451775,-0.06664092719625611,-0.02998803596917104,0.0639788962008297,0.2152550091560331,-0.008398237042432402,-0.018741043410202076,-0.0684287363531438,
2459180.0013518673,0.9998359213829215,0.0004152154287888097,0.04619024214511373,-0.05405872138251982,-0.014479554462242483,0.12010606028567636,0.0598805392550168,0.018613628228820765,-0.041473266274153237,-0.05422446694631032,0.041318902166805886,0.0715829786692784,-0.0665553216827372,-0.06591005302319695,0.05545700820261275,-0.019782503110759977,0.04160771061707362,-0.06986720542778545,
2459180.0020465944,0.9998859854178294,0.0004152258721968405,-0.03062689650752027,0.057453059716589205,-0.058629975338114954,0.08747313976048138,0.031119629804857916,-0.01030886640098593,0.06867863003919296,-0.04128079600455171,0.02543851327393127,0.04387923383161399,-0.12554294416837736,0.013552802897286699,-0.08597436707775138,0.03587831241683546,-0.19010201213128458,-0.07154791287847344,
2459180.0027413103,0.9999299719214357,0.00041521787830207414,-0.0368667424935626,0.03201421532345687,-0.061120110588541096,0.11612891413915243,0.00942486678756309,0.018961409093101168,-0.013564649445079386,-0.026814335480310664,0.07979272182315504,-0.048750025381816574,-0.10150138026860075,-0.0339467233847772,0.016165378758656535,0.015703657618535625,-0.03325130884600859,-0.0656078980476416,
2459180.0034360373,0.999311761038704,0.00041510976936895617,0.02134772267091003,0.012466080824141565,-0.09473622256648181,-0.03323143845582535,0.02354171094939269,-0.01023666568789439,-0.019711032000356427,-0.013724715646177221,0.08343334307677878,0.061985013312341866,-0.07349528278241277,0.0416545857760248,-0.03967475387144438,-0.02723116713953042,-0.1121076852539273,-0.06902339195072424,
2459180.004130764,0.999985415900976,0.00041525897755556525,-0.061138248347556386,0.06826599852509901,-0.0458846309544669,-0.09369132268429127,0.008777603354437143,-0.003088603294518324,-0.0024240123542911157,-0.0022718482275479253,0.00825242208352031,-0.069436044319827,-0.05509253408818891,0.0028907041727082717,-0.020489657085817375,-0.02389936059868497,-0.04475598254326631,-0.06528813233379226,
2459180.0048254794,1.0004023324138935,0.00041527122349529165,-0.028757774848404357,0.011582329489589446,0.1037611263946628,0.04650806613149657,0.03117907965925694,0.04633521922806027,-0.042273807619945605,-0.011536146829863932,0.016503658114956167,0.174768115110462,-0.09129102786218767,-0.09917244509883492,0.03450969273845528,-0.02082352240276888,-0.03637898091890109,-0.06602330126130833,
2459180.005520207,0.9992857533562595,0.0004151163817928905,0.015805377880014963,0.10595476616595655,0.001776749926982571,0.07057255686248941,0.015614347305642266,-0.05242885037777123,0.01657396858633731,-0.018379095908466637,0.10567949111455699,-0.07893868349668504,-0.025691409175035065,0.05355882317047462,-0.014460924309332381,-0.0899554915218113,0.03465109336650818,-0.06346954049938397,
2459180.0062149335,0.9991443611870018,0.00041506483712455195,-0.002501658621642467,0.1266218605661141,0.08347207099140737,0.09604534025371184,0.15448596525393932,-0.10868951931570224,0.01866426839963133,0.053343899419514555,0.08281680209973892,-0.06939694360371955,-0.006855342192211259,-0.08944960672466604,0.01938685425375829,-0.11108691314911721,-0.01132494012754283,-0.06967195192670565,
2459180.0069096605,0.9991734694346648,0.00041505175634765616,-0.04266827399979894,-0.034402923211773184,0.055320351928786156,-0.0713239684109836,0.07216731519162059,-0.0024456765129133207,-0.12399630999990974,0.053026559440966924,0.1491934139797423,-0.009206828208697587,-0.012514722347037188,0.005217076268196029,-0.021029494796609472,-0.21275611418315168,-0.02574658096406253,-0.056561549072866625,
2459180.008299103,0.9990500518440916,0.00041505488722205986,-0.0692626016692176,0.11030578340148675,-0.0002231532049848319,0.01965079739722597,0.03454409502240528,-0.024370537004945594,0.058020957898253143,0.019776765041759854,0.02527589416824295,0.030268132277903488,-0.09869748919692863,-0.0978116467653142,-0.05602857339710009,-0.09476436238540062,0.013055841376410445,-0.06256948922010937,
2459180.0089938296,0.9990249102446641,0.00041507724648455046,-0.15081725194831877,0.09304700748312575,0.0026053660661360654,0.06908306695951952,-0.02357864797121509,0.04490743736238771,0.015052247071083295,0.0217303726572772,-0.05006791835651621,-0.029365214185459905,-0.14051711398042124,-0.08047497107935675,-0.007847347597922822,-0.022062145211609815,0.06526712797261724,-0.06572796076919613,
2459180.009688545,0.9983721916537389,0.0004149851964192052,-0.13490534991910452,0.07077229931755429,0.041751394857731675,0.031564505480953325,0.012869245446637746,0.007769965531356119,-0.13324643718255288,0.03284214666969651,-0.08121660011177947,-0.06382782260730498,-0.06519492604700722,-0.03943963332502159,0.048176757726429195,-0.015525037250486009,-0.004589391668893037,-0.06261752479683187,
2459180.0103832725,0.9994211173800084,0.00041530821398988763,-0.1330229849497566,-0.05327542414333196,0.002883234956024276,0.02412577152034899,-0.0463806999930264,0.018485972133496724,-0.05422922020605573,0.031206016582572476,-0.09234870233254838,-0.02567007381848129,-0.009068645817215988,-0.014103684142862687,0.10503957587620774,0.00921500134271778,0.036670743040565,-0.06319768096434625,
2459180.011077999,0.9993160447279199,0.0004153501193610616,-0.08395150762838331,0.04099784555780753,-0.09301991976063878,-0.03155512853564091,-0.041985273124705964,-0.07329354669845906,-0.05842956553306317,-0.0036423204837345183,-0.08421320660787229,0.04449371969995004,0.05051145807185637,-0.08932904704049927,0.011905060978045376,-0.1352637814602996,0.018309667240529338,-0.06438687420333251,
2459180.0117727146,0.9986655785809456,0.00041525714910394164,-0.07778236463644787,0.04932929886486439,-0.08383229424790943,-0.03900804253101803,-0.05174336202212884,0.0838289548379093,-0.18648647691735845,-0.016288421784331975,-0.02532673310223694,0.021646404123924313,0.09565901862719993,0.06990002523716113,-0.04843311156485986,-0.096184736961854,-0.027270522848938914,-0.0633492758098204,
2459180.0124674416,0.9992838179759538,0.0004153654338885647,-0.14727640545299492,0.022001639672021348,0.02066709561871335,0.032740342786677694,-0.004109037576418759,-0.06850380365798076,0.017245324558732133,0.041262200764108664,-0.021034102376682937,-0.07289149330582795,0.07669167792655639,0.09791660788005115,-0.01190969060116019,-0.004809901569257071,-0.0327527367551326,-0.05980187620939241,
2459180.0131621687,0.9989776054979553,0.0004152924171547402,-0.10339584706014314,0.02393489306554894,-0.034441044684299066,0.11428747161917205,0.03754411143243317,-0.04431186589888272,-0.07242642407777317,0.004413565990566454,-0.01893786493392733,-0.02051485575008596,0.026395196989820877,0.03401308345284806,-0.09602553831592674,0.15045759988120325,-0.0046251969069192895,-0.061905038812370625,
2459180.013856884,1.0000574952314318,0.0004154445826572607,-0.02132332309341537,0.01679303791041373,-0.046918557968150976,0.1791162412918013,0.15578784996438072,-0.03682072430165962,0.043554399445770435,0.05629691193682265,-0.04079099480880544,0.042958364396740466,0.16058735589500356,-0.03377020296467507,0.0024660241077080706,0.0912023400983535,-0.01052810657973469,-0.0656618672224896,
2459180.0145516107,0.999820969829771,0.0004153441885516535,0.04375980086858664,0.04339308730123184,0.04683922456005876,-0.012094286507945957,0.178398533620514,-0.037670546901234045,0.034222337068399965,0.010891559092490736,-0.06375813077071822,0.11320241399148645,0.14161129934449299,0.08790442706821056,0.006707714831282361,0.045514492336884295,0.09282377064810282,-0.06471928365940902,
2459180.015246338,0.9993266250303353,0.00041524170364615225,-0.05225933048436048,-0.042256252412660886,-0.033196520497036974,-0.04837655592391494,0.04168934370005113,0.03559717514383844,-0.017470267527271707,0.012398012966552404,0.040079535452246184,0.08513286118170887,0.10881160896458378,-0.032645056128044136,-0.037189931885989416,0.004079633274451162,0.008693733754711481,-0.06413947049687645,
2459180.015941053,0.9997460296525977,0.0004152552172122072,-0.0843533664039109,0.0658380432421174,0.09505245260464279,0.052071181766986524,-0.014746649507295012,0.08537795783113106,0.01701178433532204,-0.01161800113861975,0.0366547553688505,0.001039835766803766,0.023123549807971728,-0.024539669142873238,0.05460046123063788,-0.11065609545768046,0.09102289401384,-0.06247222950061343,
2459180.01663578,0.999596652417114,0.00041522300273592443,-0.05682027955239747,0.05721427302013411,0.07146841548024946,0.05205585962005614,-0.057532017504354126,0.013503347338479493,0.06595555105545156,-0.055106912592835844,0.024388654093557467,-0.0004333379327204912,0.07009064626528513,0.08221291066194297,0.03999650747207223,-0.11497984405486404,-0.07516509902186434,-0.05936653615924006,
2459180.0173305073,0.9992335992434561,0.00041514826620322673,-0.02343083857181932,0.05387251663181577,-0.002210309602565141,0.0438406355115309,0.00724272107070243,0.012884667766918394,0.05535021312754803,-0.06157934217523867,0.06666693188631652,-0.00594016401738677,0.016782290816362712,0.011034967411836686,-0.027642815671241418,0.05205700524394423,0.04688118794882172,-0.07031416555722642,
2459180.0180252227,1.0002345023513186,0.0004153397598425332,-0.04262322479098875,0.03416055350189954,0.021873202784570826,0.01268554222982337,0.02923807656245485,-0.04921107102274597,-0.007616880771467856,-0.041660417211558436,0.00805223842710655,-0.0015696174045720884,0.010796109308880114,-0.018504304276044874,-0.06932659951072853,0.055668839063288136,-0.05867183282418445,-0.06687019112086988,
2459180.0187199498,1.0000181394787553,0.0004153010240756596,-0.016415815091481333,0.07719153817946098,-0.061561397661436694,-0.005282836446097416,-0.0011033441589625309,0.026925574614130508,0.004071062245076978,-0.06863977776410878,-0.05633059806045899,0.04713564974066214,0.059894730960558376,0.003218572677342282,-0.0003780357689196393,0.04724583278126001,0.11931215962827248,-0.06967270226549253,
2459180.020109392,0.9997295941822657,0.0004152411913499363,0.004314471138917478,0.09270535863095576,-0.06773002241018343,-0.12065469690014546,-0.07365869357114153,0.03737176055614367,-0.06403514631994559,-0.09401495447215785,0.07662628236912984,-0.10860421602009342,0.015949031813551576,-0.016128754801092854,0.14974470097755718,0.0023745121696978717,-0.14539138229596216,-0.07144407187039824,
2459180.020804119,0.9998451669112375,0.00041526280896699095,0.018542716449447105,-0.013154234501325105,-0.01191849076447152,-0.004681440840648458,-0.06164529111759244,-0.06818866938777358,0.09573042973815454,-0.11437690856174423,-0.05300981779532767,0.015632519686381793,0.023086696730299394,0.04335133070538922,-0.10400109720490026,0.052750097063018545,-0.020115335759179148,-0.07090089896830035,
2459180.021498846,1.0007865973279313,0.0004154858687921836,-0.019202501474383224,0.05987085181598349,0.05850863626545892,-0.09097522871723031,-0.0473219747544995,-0.1359817600086207,-0.0022610185847985868,-0.1181028298809674,0.05491733040396974,0.05664133327422554,-0.013831818462145836,-0.005407879262124509,-0.0942956167299613,0.050867520166049354,0.10888686230498089,-0.06907586268574807,
2459180.0221935725,0.9993961947115615,0.00041526347375670517,-0.015399389660236774,-0.05176534806491393,0.12301245732525558,-0.06496380458750213,-0.02029404918081088,-0.041873641407789555,-0.043099564883577184,-0.09164870815653353,0.0048441197351119574,0.05974782064407107,0.01598058716606234,0.0058293272518610524,-0.06650877222565836,0.01430546261834015,0.07879910786622733,-0.06698706627606055,
2459180.0228882884,0.9998899510565733,0.0004155402036602509,-0.02318256655575444,0.05294862708960509,0.0206320718818218,-0.022938350960916253,0.14003341500166575,-0.02616402075561786,-0.009650841591244809,-0.026098832647815446,0.013262266212060623,-0.041699349836680694,0.03786406555565689,-0.06784156912745093,0.11772695591528207,0.04572443361388285,-0.055643765344086916,-0.06941921759424474,
