BJD,Flux,Flux_err,theta0,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,theta16,theta17,theta18,theta19,theta20,
2459147.114001726,0.9997540069840333,0.0004152559532038227,0.0004143828859763221,-0.07538932467859376,0.027894811300897486,0.09326686593055167,-0.09012961056753971,0.022666325413570165,-0.05666152760712578,0.05627958462320094,0.0054856617758611,-0.07747441141785383,-0.15382718182070398,-0.15457912719107864,-0.06536695772943237,-0.024732782549895638,-0.040021409316081336,0.07722243927770937,0.01460988939314423,0.0710250086656951,0.05424174553250058,0.05311089557174735,-0.07240757900151346,
2459147.114696481,0.999308198127889,0.00041514896267426295,2.5320544575123065e-05,-0.10252126366533651,-0.09576130618471333,-0.033033469647332524,-0.1138747409786937,0.03675131468929191,0.013370703087288327,0.04392195989143869,0.031892955300653114,0.05095023038309543,-0.1457664648991692,-0.019538642072532027,0.05264428475883108,0.016661120720692826,-0.0059261127621718646,0.0779081407996903,0.13400316229703424,0.02304512347535259,0.007605585479833915,-0.017358201186134712,-0.07025290576846265,
2459147.115391224,0.9993956603979519,0.0004152165601741951,0.020577268083890658,-0.04705419076759434,-0.06661729007482337,-0.03302214698240642,-0.09802282850874733,0.0119429599684297,-0.04450683921397348,-0.10775863860428218,0.04489791944772645,0.01167540267197209,-0.04099893610411745,-0.005317023658747474,0.00022583663766651343,-0.0729386223164247,0.14799823168893933,0.13727065804943228,-0.024641200103581347,0.03642193907471222,0.10510078810420967,-0.0243262883648929,-0.07369871178918272,
2459147.1160859787,1.0010046551908516,0.0004155513078247405,0.15895300852418176,-0.25120288315853134,0.03371851243449438,-0.0043219695709972505,-0.029169904126402885,-0.03054725471816022,-0.08016115803712849,0.036898713800749466,0.051163661899048155,-0.08812455636653793,-0.00042036318829217004,-0.006132908363694584,-0.03630065271390478,0.04183093136816829,-0.03742594489697296,0.053154287472337476,0.019614198467604024,0.07950617294669969,-0.10649977840948266,-0.17388848620054084,-0.06129536535407221,
2459147.116780733,0.9997992246048971,0.0004153074880892422,-0.018392751613473646,-0.039710597793727744,0.02276129434764766,-0.015050911463328404,-0.029403342189633225,-0.08245023031711496,-0.032874754901858205,-0.00016397145973994049,0.05063583931789237,0.009468809848314011,0.0691355124489135,-0.026775504800778744,0.05681406264131029,0.14747756461637812,0.14403240926675553,0.17142001637259285,0.027832160577573633,0.0026439696159940734,0.06948089387172768,-0.07670453437537864,-0.06862667615790462,
2459147.1174754887,1.0010602270644917,0.0004155359288570049,0.07372529602784812,-0.07648607280311333,-0.031803661202315814,0.0130826670218367,-0.09368311455373074,-0.11065110046285573,-0.02191112629668684,0.039852425935149434,0.012545248068833503,-0.01618064215914186,-0.026241653341778977,-0.012779862391424862,-0.06645327031928697,0.034211771280705044,0.10365335732616256,-0.003138714938035792,0.17231339830337458,0.037918207676892364,0.10193679792710349,-0.10793792850482777,-0.07543530485927344,
2459147.1181702316,1.0008905987795456,0.00041552714647369174,0.003603801122460195,-0.03390685836067318,-0.029470188334660665,-0.005134975070695732,-0.030774113269393957,-0.04778080114879485,-0.09109721366998845,-0.05807910830737603,0.09092383059947096,-0.04825190334700798,0.0353289158925325,0.010205002486657445,0.16280283394824824,0.03099099643346162,-0.11025943994563636,-0.08900922586578679,-0.05478262734731179,0.04794481846141886,0.19724077078463556,0.038108529583419426,-0.0743781118746365,
2459147.118864986,1.0001135288304759,0.00041540139249803497,0.12762157465488347,-0.11332890312554655,-0.029474117101198852,-0.04345898441549559,0.029509155434519523,0.0040188334193246005,-0.07791428761125485,0.0009427097458819576,0.04818997189204905,-0.12544414591440337,0.027120766539053966,-0.0205086290218131,0.027552749111200397,-0.08016279576175234,0.050729008333609986,0.04521076655612346,0.046249701974018176,0.03419257326245378,0.08676553724551841,-0.07676687681178927,-0.07331754085234032,
2459147.119559741,1.0005524336583345,0.0004155040772607061,-0.05662429690691745,-0.045151303902895755,0.03678597338814067,-0.0077776247894498305,0.03858526460984503,0.029010482717235074,-0.08266615900261651,0.0340949607955272,0.012882436672116946,0.17402267961062182,-0.004551333603720965,0.08549259536564563,0.09358534774580209,-0.11033009188001161,0.03689933735884601,0.0057410678512055625,0.05441131801968127,0.16658915950214426,0.08889241304779577,-0.00725189001854807,-0.07382782620852571,
2459147.120254496,0.9999377809972289,0.00041536415934033237,-0.07725782343594827,-0.05715568827516546,-0.0051086973315527,0.05517000159670984,-0.004212899466612641,0.021411963274679417,0.07120135850872589,0.07618726986229538,-0.07399929960418189,-0.10995329660334696,-0.12536620453848557,-0.027796453523099875,0.051303395137975966,0.050353627200987267,0.004428264733126977,0.019588791830794268,0.04394116573732257,-0.03247291306584074,0.09100187358836966,-0.07058571151925429,-0.07766589318510804,
2459147.1209492506,1.0002663248192816,0.00041540656659833065,-0.042366328129173965,0.01550677429378787,-0.02490987939337614,-0.035902147794475966,0.04551992898120292,0.023906219569161637,-0.013684378548967958,0.09999289879751656,-0.1611629700107576,-0.007560095393603548,0.11443997703709567,0.01497836943249579,0.004030151593709206,0.0166558972058378,0.0646438675775325,0.046591769741174974,-0.05395139388372206,-0.08092604845394508,0.179543039254616,-0.09285221078962354,-0.07239745676850248,
2459147.1216439935,1.0014406629058465,0.0004156459843710508,-0.07109184152749458,0.02915108673413228,0.007880867662149476,-0.05007768366267962,-0.021817367457550287,-0.0255987372239926,-0.08485893697485562,0.04634662860488294,-0.16708330130439303,-0.027943721300079813,-0.06021247401438074,-0.028644779574227185,-0.06866926785719327,-0.02173922404986805,-0.05270885145028396,-0.04101750803354071,0.01894117803881764,-0.05234463987690589,0.17271161202306118,-0.045584727970751276,-0.07447496451473623,
2459147.1223387485,1.000236220163814,0.0004153822747290764,-0.0989086354204922,-0.09170426670664633,0.040574887509808595,0.02611134478948668,-0.011415069431433585,-0.056322594021985896,0.0416341504621628,0.009413829757310468,0.06290946671228294,-0.01754992807376477,0.04273475393382285,-0.03360773113190737,0.05167269438051941,-0.0019790070658294453,-0.039445874675783095,-0.08779900143846886,-0.16165443571589566,-0.027444807379855538,0.024323379447816845,-0.20187771791847578,-0.07175327337908653,
2459147.1230335035,1.0002526312833275,0.000415404031495796,-0.13908020400740775,0.025133831392385238,0.09081454833378166,0.013434086054469052,0.027172599394072138,0.023048301301402313,-0.09582637853963398,-0.01676751183964216,-0.04926330238923847,0.036640138755145844,-0.005389110405491843,-0.015528707423548962,-0.044601951029652365,0.10732959051407763,-0.005296898537627754,-0.02893400743466421,0.012481171298241202,0.03953671509638351,0.008303616580681489,-0.1251290686292522,-0.06696019910868545,
2459147.1237282585,1.000423306589198,0.00041545746630145864,-0.14955834386530859,-0.08685783799755252,0.024801865537288453,-0.05018919582664604,0.006609790609216892,-0.04276277281299014,0.06820468306502454,-0.06777723787890738,-0.1539730724105467,-0.04674444890628499,-0.14254347344316234,0.02090516033132087,-0.06221543271006591,-0.013469537936807678,-0.040110269012152665,-0.07142588865475416,-0.12075123461217603,-0.04559238442472324,0.11556782951984229,-0.048640013953394075,-0.0730956841378964,
2459147.124423001,0.9995551841845233,0.0004154444856081376,-0.13236030388498388,0.0196343998385735,-0.07582031048655774,0.009976064964507984,0.06060921230337703,0.30419460079457217,0.05144379383986071,-0.16598856009825302,0.10544414640696116,-0.022969990056522196,0.015004589278188448,-0.07650562588231,-0.09712337885497799,0.1713306113593907,0.03519495175156205,-0.0536271319040659,0.0508315859352214,0.20016650177928444,0.0006488156299464998,-0.209052494722347,-0.07136479609905114,
2459147.125812511,1.0001881080788835,0.00041650893297614085,-0.11537337560940363,0.00016380693140839186,-0.023592365019062984,-0.03855458596133499,-0.0018658368359876984,0.1684696383868005,0.03275059545518794,-0.053019660407097005,0.1462785253189851,0.05864584791460282,0.052441055658058226,-0.008064659070120104,-0.11968598975172416,0.0004894772559159086,0.003005808386422606,-0.10615648755701602,-0.0309350091902406,0.09279686007025971,0.08665505486475357,-0.15987971172454324,-0.075622353570028,
2459147.126507266,1.00097850769402,0.0004178701090638498,-0.042442810603539924,-0.1133274778146664,-0.06219002080693852,0.0013704180045411541,0.038016893945540184,-0.007879417772448324,0.01060911734803191,0.048881394280403785,-0.023713984953373617,0.02931973284865549,-0.01929174823615029,0.08681594564609668,-0.020970872916383745,-0.031626708277616045,-0.04954520733526518,-0.041359901453295184,-0.021198762019256395,0.060499552269851674,0.08187718837335696,-0.07783798617407763,-0.07058501749555701,
2459147.1272020205,0.9996436686390595,0.0004383167898594719,-0.031136670426605163,-0.006377137738621648,0.021796157054770043,0.022614948137061906,0.05126430806055784,-0.06844983439761894,-0.12340996470353781,-0.10982628120447205,0.032562750607799715,-0.005513579402269737,0.05678250393638622,0.07180461380823593,-0.22920466981824977,-0.04227941124484143,0.010463533667287514,-0.07508898009925322,-0.02531616882926537,0.014568342785328536,0.22636964883456395,-0.05395290937684397,-0.07152591285642966,
2459147.1556868623,0.9989971494041432,0.0004405969177634491,-0.09504710041344237,0.0081482485422872,0.008818388535587092,-0.08703320181885599,-0.02760779383529903,-0.0024977131972444633,0.0771279545443009,0.10691396549014387,-0.04760555477871063,0.07196369954267884,-0.14633602424682937,0.05248184254696677,-0.06077498266167891,-0.004846381270556133,0.04094514623466759,-0.027097583375504018,-0.049853573586554845,0.14765576631621238,-0.06882188131324248,-0.05548522379820061,-0.07027903461587055,
2459147.1563816173,1.0009486210382397,0.0004203254979967844,-0.05619613170947776,-0.08468196401669235,0.021132582221928646,-0.018494251050294928,-0.0047348394569064105,0.06408596807436856,0.027230759600353333,0.08909122637611011,0.05637397680263587,-0.02215889403331775,-0.0800578446155714,0.0947666703406679,0.028405520247838396,0.006400138690458501,-0.04382440851866126,-0.02390588265409786,0.0605278465121066,0.021232874153017837,-0.08262153756391251,0.0828287055700018,-0.07381915879342958,
2459147.157076372,0.9998521686501062,0.00041577061985203167,-0.008471484132435123,-0.0024087665014683205,-0.014253454882223834,0.06956247769087738,-0.010034621933215375,0.05213996951490066,0.13884442349699552,0.023035626784642212,0.040753661051191006,-0.09212225352291709,0.057855995491305705,0.09439652731965276,-0.010584856637125687,0.04925288058775166,0.03777626624061524,0.08111398144451704,0.025194033194293697,0.08182778137753502,0.031638215509805744,0.062330989643163144,-0.07481614467004781,
2459147.157771115,0.9999524359873618,0.0004154814812727974,0.06821914793286495,0.09565073856190925,-0.08065477301427629,-0.10261109493218745,0.13565942753525867,-0.04324977726333759,0.08239720833332563,0.014034312941925576,-0.014060985868150421,0.028483548863097462,-0.038552685769305046,-0.007346034989003071,0.10107096798220364,0.01035932516902948,-0.0603315765946818,0.06378422133181069,0.02500596425897097,0.16962553228976773,0.028751573059996205,-0.006696510238943333,-0.07622617036777464,
2459147.1584658697,0.9999503961300952,0.0004153772764284393,-0.054426894106701984,0.0016738968522804346,-0.0007929202342208945,0.12582901702500768,0.003392663942120676,-0.06652821889632254,0.026129171000241723,0.0057244447620804365,0.01806450526268942,0.011854070936663633,0.04425191169759897,-0.04189931895323633,0.06332867906047379,0.16740801878528297,-0.06894481840533087,-0.02932583062131279,-0.12662459913516136,-0.0648677386007149,0.00932742460588586,0.08180474649570149,-0.07050573608758806,
2459147.1591606247,1.0002165252224517,0.0004153874723818565,-0.051327747104599176,0.041683828908504604,0.024962030709825327,-0.19468021913881806,0.03722147454996671,-0.007952619669493545,0.06935417929955807,-0.14261363662647353,0.10544363340619137,0.009190156809753216,-0.03208964919416762,-0.023826601805782624,-0.05657570584822614,-0.016035997982225946,0.007354613879831394,-0.06322779404738427,0.05403307228588104,0.037028030756421776,0.039411454502994395,0.002691178110621458,-0.07863065803465863,
2459147.1598553793,1.0007470398906178,0.00041542685409912643,0.06530705312487949,-0.05262962583369454,-0.05400040696214175,-0.10732359200947546,0.07246373208541258,0.0270018634137571,0.006632938246407959,0.02135444623355491,-0.016064042209926244,-0.0309590098404917,0.04044748675374878,0.08202099037019255,0.09618057501143783,-0.035286366256349955,0.02668561145456382,-0.08894334866502109,-0.02975507576260178,0.07185133531303495,-0.07800533713336028,-0.07988372619260653,-0.06997759908880578,
2459147.160550122,1.0014095335450122,0.0004155435818026448,-0.009450591295133771,0.018461722105369227,-0.15190549922376906,0.29616509056362256,0.004982286879844845,-0.05231796402041375,0.03372017636495698,-0.1647473358541551,0.06220150611050872,0.17287242015818238,0.06477243687093687,-0.07252612538674401,0.004953971038693665,0.20713547672424498,-0.03338376283389486,0.06242416577714306,0.11538593101778385,-0.005359864626307563,-0.05163991120709037,-0.0016271136040147687,-0.074751923415156,
2459147.1612448776,0.9996336797883896,0.0004151722882263049,0.022245762574400457,-0.061321940233601754,0.047738395102121516,-0.026178264092251963,0.14445354025009272,-0.09480132508826855,0.021332842710882153,-0.07458615679871367,-0.0669656224850548,-0.04578775137307207,0.06955739222710834,0.019655547748109747,0.09469250830836454,0.015261226806231765,0.07598428726435934,0.06606118043777053,0.020769804773687235,-0.00563203784316081,-0.08441936177237523,-0.05368287220329706,-0.06723977206418714,
2459147.161939632,1.0003554160562513,0.00041529178590539597,-0.014266186534139386,0.007154975322828923,-0.027525571969784227,0.06886411131592232,0.08028695313916034,0.08581015277183278,0.09602939918717407,0.09049221671876272,-0.08258943115892237,-0.031553260537549824,0.10258291529707943,-0.04655808342992176,-0.04658901257628496,0.01276442499458351,-0.12080641386337455,0.032288503322227206,0.050192432324691796,0.04830766888067607,0.02657703455534046,0.06417200855351432,-0.07546229264441756,
2459147.1626343867,1.0008639375223307,0.00041541049691292634,-0.06542343188199283,0.11414981765351871,8.704363247216087e-05,-0.09509187834199956,0.03294999197946893,-0.08772993531937705,0.00800534422315993,0.013838538494906525,0.10447395531023722,-0.010227170787903403,-0.026285724389873085,-0.0014375567882214475,-0.04105776924206387,-0.049423022970464865,0.007698462035950319,-0.07002759587639823,0.04395784643625278,0.10192368784903943,-0.06807710360946574,-0.055026891943723615,-0.07061117943501921,
2459147.164023885,0.9993729371426042,0.0004151112032003566,-0.12992742583370198,-0.009675504960171789,-0.0640418691501752,0.07126155880111677,0.01423247045294413,-0.007992620467828756,0.14468984045031508,-0.008158439584689987,0.00420175794162039,-0.06780249890065045,0.018487247547100818,-0.06063742252336181,0.01477424911126202,-0.04252525125092727,-0.005163294506921301,0.023582720120442074,0.046285720700252116,-0.01937283554541949,-0.0009481673391784645,0.008240393766025894,-0.07704208630673215,
2459147.164718639,1.0007879716754715,0.00041536341201606577,-0.12863877946375177,0.18748202959719248,-0.04329379811366644,0.18554495121973333,-0.04357137566828455,-0.10086727048851582,-0.0969095603243698,-0.0030477621742693553,0.022411903137658798,-0.058487842187596235,0.04455378233945735,-0.11541881138579345,0.0015126996259967223,0.01930979454276187,0.11202229094362358,0.05331845878310408,0.06066609458459356,0.04290088262953666,-0.028046384086195884,0.0069463048104029,-0.07141649746714561,
2459147.165413394,1.0000591928778613,0.00041525831802147233,0.09913670198463125,-0.07638120331760082,0.06679691214798494,0.05222418730227035,0.1590087955639029,0.027347837361855105,-0.010685792394222134,0.05864128563226685,-0.08592954948501481,0.014163882527700523,0.04301816960231553,0.08558282913460964,-0.06659435947512975,-0.018548923303973158,0.1430547006448984,0.12467725786192632,0.031618118472647866,0.09234426765648247,-0.07194530268984824,-0.01655814152635254,-0.0726666852032057,
