BJD,Flux,Flux_err,theta0,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,theta16,theta17,theta18,theta19,theta20,theta21,theta22,theta23,theta24,theta25,theta26,theta27,
2459184.83251486,1.0008632437153755,0.0004172753064405272,0.08985060725691275,0.11029716127612466,0.0970148311995903,-0.1801361779462045,0.06928345525100543,0.12405897937377665,-0.03531851184893689,-0.16426318495042433,-0.1065452884280909,-0.03091440770867476,-0.06084106330941913,0.09190271080697415,-0.07162466775389044,0.024263800660395567,-0.10238537064718191,0.001513546311112944,0.04138317681680654,-0.10484315646386255,-0.0447478191632322,0.001908587421277823,-0.005391420917420911,-0.0666250311558766,-0.009642386637629494,-0.06666790677543927,-0.15593119287703647,0.04336808912237561,0.0794987737816607,-0.0698120815361943,
2459184.8332095845,1.0014366071723002,0.00041888998101529274,0.1408209394660097,0.014486222269214378,0.05889085220945846,-0.10138953110217795,0.0050022382311392805,-0.013936073360463196,-0.08209220927986517,0.07685499927313974,-0.0731778153448698,0.09082633396901803,-0.11845583071051743,0.05867985476594195,0.11069238438059112,-0.001014793831359579,0.028454719436806043,0.01067446638371273,-0.04638111863093094,-0.016790610571355676,-0.10121164486036249,0.012744594758650645,-0.0847153914476734,0.06831804624523505,0.07910271345499592,-0.054995787968225136,-0.026163720924830394,0.16295244641854315,-0.039405517801455126,-0.06861675926743095,
2459184.8339043083,1.0013301665821446,0.00042167853733211515,0.13092651141499267,-0.06959714883956342,-0.02658355189514158,0.09193429664508132,-0.016948695577974376,0.009221812400476927,-0.019356738127960817,0.08520649969895848,0.036966658771776226,0.04867412334027552,0.06146902937117972,0.05361223409917274,0.0890029802048313,0.09632426196253924,-0.06188333294227026,0.01479368955881981,0.01767724620421556,0.008937779976341768,-0.07261279145688906,0.04169277761528346,-0.15948491594375097,-0.04259204969980574,-0.007310869523746558,0.009565615472447539,-0.017275520318465784,-0.02808144329403548,-0.03948740396555723,-0.0713403375106055,
2459184.865166706,0.9999247423699561,0.0004442618134074081,0.03183707773110669,0.06641630808397736,-0.0506587419363548,-0.0007904275536839284,-0.04576331960469246,0.08286984643771125,0.016458301639105576,0.012317436543151697,0.04777926909782857,0.08974752022308115,-0.07132630030815333,-0.09046097883697983,-0.09814044573159549,0.035674259438677004,0.06330724076977878,-0.05693515146186995,0.11818408736917244,-0.0036359491733661264,0.062485344087829145,-0.11764333967508311,0.2441062692507866,-0.057827283996747435,-0.058751354589023405,-0.0023929047039435106,0.030463149944610274,0.20281096505305363,0.08225015590924716,-0.07103230969739335,
2459184.86586143,1.001313110737024,0.0004194789399221127,-0.0007732855856773906,-0.21630177382430554,-0.07213120848123859,-0.016130434985359612,-0.04702334321730302,0.022080123522975607,0.09182214924530475,0.09090828714089538,-0.0907500432921047,-0.12186383306308718,-0.02063215000933077,0.10801517604517011,-0.0019627820566331996,0.12295279031832483,-0.0642705825752087,0.013026433928707263,-0.034692761433078124,0.05846749729406429,0.05024282976287095,0.0037020613470857507,0.008608808603764779,-0.07571869541362435,0.015731821094363357,0.04139873942484187,0.01439261968909981,-0.061803299055933986,-0.10204042213263051,-0.06289090270875529,
2459184.866556142,1.000707041644663,0.0004159217264329334,0.06275877054609982,0.006185657604623483,0.061590685705689596,-0.07199936100470387,0.056319246850164366,-0.0098021070944444,0.056426432423522146,-0.038369639364072054,0.08760788788173599,-0.019792051317724622,0.07290529038661386,-0.018121835259571423,0.10633681993271898,-0.05407454173297065,-0.04512889163898573,-0.01175269933143371,-0.03393270928988817,-0.04597549199934081,-0.06281357642750665,-0.09014141134077307,0.15862732154223932,-0.003293314490591181,0.03377387010972238,0.20795028415720765,0.09019651735020684,-0.07509157362114266,-0.0022376871315534074,-0.07350601686207482,
2459184.8672508663,1.0020667187884935,0.00041600088295816906,0.025971588570626914,0.0036023359463143523,0.08884006909381946,0.15166351824357752,0.007665757172447345,0.04961995727929555,0.07288898669745707,-0.10011097266966794,0.04714457815282064,-0.2057848429975118,0.08022116191632309,0.023095440383371194,-0.037471856826904966,0.08346086399306112,-0.1405781399180122,-0.05745602063644095,0.06827843796492455,0.02164820290160474,-0.119272453243326,-0.1423114216861692,-0.03398306978470484,0.16259879394019286,0.033514306074160095,-0.15806085348662852,-0.08557523142586229,-0.09583540424844927,-0.12046086554779703,-0.06966141893454639,
2459184.8679455896,1.0002670780761969,0.0004155530513808595,0.06403372715577342,-0.023794640301341968,-0.04611001537711399,0.02407303625029144,0.11210170226807253,-0.06673708067631695,0.08726426172367147,-0.10151893700098387,-0.05696695687118689,0.011686858215142664,-0.0302462728959291,-0.10145795765949059,-0.05441784470190378,0.0744966112558957,0.06262342027037006,0.0642419016171455,0.11570225325099556,-0.04622458088029613,0.1581759407458336,-0.13541781018061985,0.031025107413800976,-0.03049696638891913,0.011515820123964807,0.002670861539071562,0.04098036019198486,-0.14809582588075088,0.0659047850533399,-0.07161291849870598,
2459184.868640314,1.000005963030561,0.00041543862838722405,0.06340124349380367,-0.01938861876945359,-0.01569582734300024,-0.030552594514574035,-0.03564825734350309,-0.006185398079262336,0.03009915392968962,0.0196515525016672,0.04778873488285438,-0.0291813034812057,0.01911227344000389,-0.1017967612117176,-0.12949052443114417,0.05562105448727578,0.06374394448972333,0.04943581099288432,0.11314544007393124,-0.04786456426133337,0.03073480107754943,-0.10966882620188227,-0.03700417577973171,-0.10449378016144288,0.019744748757668865,0.03440493909139137,0.019753976258807374,-0.14350284244216974,0.08769035764771058,-0.07323595415205889,
2459184.8693350255,1.0010727398759431,0.0004156054757734875,0.07230272550887218,-0.054618015739866084,0.08552916221036738,-0.1384512031306615,-0.08737497920702185,0.013525983436160204,0.10719966968526348,-0.08820998698629719,0.05532457810671743,-0.06976725700470078,-0.039972770510657014,-0.03141417399347152,-0.013024917510369933,0.0299082258935547,-0.025031376565854607,-0.0037555209587750793,0.01924238899247839,-0.06635572857836548,-0.06519514385737246,-0.09729251590105498,0.005663661744311009,-0.04515712304283637,-0.031014953029230435,0.0543433503242642,-0.05702600138116795,-0.08347163024076609,0.02450716827769829,-0.07605389761747616,
2459184.8700297493,1.0008437250600017,0.00041553675953361644,0.06349620999489622,0.0601355190743927,0.0040996251146622345,0.14157831253244152,-0.10512831003174636,-0.12460908481839236,-0.0030774696955890132,-0.044002386403167906,-0.1038729197760617,-0.16050353736035847,-0.030671911223342743,-0.08461385482106668,0.11183141896105232,0.17683394828714624,-0.02697301141150249,0.007871073076155422,0.06289661558152009,-0.1148425213715493,0.005669729699144421,-0.11910057128204854,0.03540880860558333,0.009707183105028088,-0.10910688252305634,-0.06320764032083612,0.008403522113641778,0.15868778577237055,0.0275484442445234,-0.07641729755387827,
2459184.871419186,1.0003419245272314,0.00041540146884424633,0.06639931799107328,-0.014777045905975169,-0.058136362775335376,0.013449871517672386,-0.03842834125124568,0.039612403737088527,-0.017715042587959008,0.15300767937459858,0.03434919860492546,-0.046600636132158896,0.06550844351321328,-0.057319514378398315,0.09707345837627335,0.0022232700461575056,-0.031301720908255816,0.08386592380713108,0.031166487790642534,-0.06321223643260852,0.06258564853983498,-0.11902929475758112,-0.052146518342900364,-0.010321849664015208,-0.04957323269691231,0.06278619051292594,0.026970576561255784,-0.012895839850595624,0.07120814379128144,-0.07228532577811347,
2459184.8721139096,1.0005888721643248,0.0004154213132130461,0.058214860086487095,-0.06986419623314079,0.11250465402492178,-0.057105211726861144,-0.0825869429159697,-0.0008992585386885586,0.01437557694885357,-0.003951197211913144,0.00553977073129721,0.000730616382181234,0.04327741339469382,-0.037113881268079976,-0.024597014441185033,-0.017866755084815007,-0.009243172447751486,0.004514086323159603,0.030848818079508768,0.09260029123992493,0.017369662454178297,-0.08162877001885441,0.05709087637850954,0.06671842466071441,-0.035673110273299585,0.05525260391826802,-0.045350934094833206,-0.018821170866962604,0.10685639477049952,-0.07402081040765966,
2459184.872808633,1.0008475255945977,0.00041545892721574104,0.09291873553365645,-0.02728335580433213,0.10507595449288307,0.11506263284946577,-0.03305585110819885,-0.03906910194483634,-0.0813588280891836,-0.14703080095159218,-0.13436132408650073,0.03889399449481524,-0.10816244176585837,-0.04000732600406752,-0.004042518030341096,-0.0094979886520334,0.19866089750141208,0.021707130172192158,-0.07666060460928856,0.07008319198677417,0.015715455416736888,-0.15605518569959384,0.020978041614848373,-0.05852892315594528,0.11986287912423596,0.006247384063869966,-0.0739502860647136,0.04511367130523443,-0.007452234813435047,-0.07464437135416077,
