BJD,Flux,Flux_err,theta0,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,theta16,theta17,theta18,theta19,
2459160.4978729044,0.9997899358662721,0.0004152878866627058,0.08299677380527726,-0.17122097489265825,-0.07429050367238005,-0.13753851832131278,-0.0663093828670358,0.01420353371435019,0.05447787264007187,-0.019496656240475002,0.11669098215864113,0.0697181656844339,-0.2075754430282249,0.020168507162025496,-0.14766254459942374,0.09993739376105298,-0.08734799555170576,0.02879415148979385,-0.10245014873752023,-0.06729292238834292,-0.19384857113258325,0.005005107679855569,
2459160.4985676464,1.0009127507057176,0.0004155210802597584,0.08824457354453413,-0.0669647709683928,0.07739399436298916,-0.11505919826373696,0.14152881836804776,-0.11624639629643288,-0.08231254853091054,0.24208417562650647,-0.06005382015204489,-0.002085529790088969,0.0815228856228523,0.049239233450759826,-0.029264014941068076,-0.06511426511831653,-0.01152803759260204,0.05013082631454742,-0.0462429178751159,0.05632637329786783,-0.05100508694668436,0.1573897012215222,
2459160.4992623893,1.0002268413704194,0.0004153828075155669,-0.0395156179284194,-0.004021303087789172,-0.0664398791060829,-0.07647861534737767,0.015341657918961804,-0.12130093432569267,-0.1090054387685397,-0.0601139716246864,-0.022581317118314577,-0.03892386376843149,-0.00440477467283336,0.12841353405086142,-0.050655248940158354,0.0173762955401639,-0.06839857396672114,-0.01639668628141494,-0.009316863495790159,0.04578527908389375,-0.023629413068743367,-0.024971658334767735,
2459160.4999571205,0.9995840676272693,0.00041523272733073223,0.0057054839333636476,0.19749875701899278,0.05674053446150806,-0.09027486356524898,0.027783478612354584,0.028815472303537475,-0.04054455619675598,-0.025820506011112354,-0.06335298431001565,-0.08041702917927446,0.09809574012762644,-0.07284002645262706,0.03181606404058568,0.06323971321131977,-0.0176191543138619,-0.05132385523890685,-0.10513933622442817,0.13255002382951703,-0.054503055569680714,-0.05684853114728999,
2459160.501346605,0.9995060409085821,0.0004152294124729719,-0.03633676524896817,0.023026769876148823,-0.07354014542907589,-0.12183613321305549,0.017120135768930497,-0.0007081475929861432,0.054384192049959895,-0.0324056362782292,4.795876205536266e-05,-0.04361455529738889,-0.03858105719173475,0.07825990274464349,0.048269848599124934,-0.06525174972937159,0.03727427940070485,0.07634499624672118,-0.041313691229019546,0.14031431895009278,-0.14084004521947346,0.010281695661522955,
2459160.502041348,0.9996225056122743,0.0004152513247447213,-0.049063776973191114,0.1258001197785513,-0.09940713905655174,-0.07238836914042672,-0.07506188390420837,-0.012188381410731952,-0.04603916336985627,0.050786502696680336,0.010490575919961954,0.1571301495986448,-0.06666091875257615,-0.03340627370026603,-0.03892340152249679,-0.04824323900640318,-0.06893474057074303,0.16985368055941968,-0.07432147064016871,0.06042333284723769,0.025481393800095807,0.034003401956914724,
2459160.503430821,1.000069661922864,0.00041541976328469477,0.07608290509607184,-0.04773272158108745,0.022343411075826464,-0.08934110125890128,-0.06282337132534474,0.0515164154077781,0.07851993061442077,0.13877548749413,-0.12542486678056788,-0.015821895245568634,0.04500309911000309,-0.023643856203001093,0.055119206397214515,-0.01574207018045326,-0.009840532413485942,-0.012305186991520778,-0.13084456897097316,-0.01008854493062199,0.03362276088204651,0.1213764890603449,
2459160.504125564,0.9993924217444934,0.00041529099906926093,0.04211314602491342,0.00994253158302077,-0.09593357366714006,-0.1532528326678621,-0.023920914122586564,0.07905893107581118,-0.08154439552864631,-0.04489797961053292,-0.07300482694655591,2.7981964615548735e-05,-0.006554260900614941,-0.025728757155213836,0.10194489560698246,0.055275091741443697,-0.07174520799923398,0.01618307588615442,-0.03460740989836769,0.0456848406798187,0.028946892961488935,-0.161343207310915,
2459160.504820306,1.0008459836469297,0.00041559054646214764,0.10585364333594835,-0.0793281676466871,0.11146887870582177,-0.0930892109604052,-0.10316093280863357,0.10056591117892341,0.0029331007483900462,-0.022174331673081304,0.015672898111281575,-0.0617383551409183,-0.09221218859829895,0.036250747230255384,-0.027440405247974933,0.000674728101185032,-0.047486015877955964,-0.0766765023609226,-0.0740086925953737,0.026551678777666038,0.13925016064340082,0.1510736427023781,
2459160.5055150487,1.0002468899609005,0.0004154858615030175,-0.024574679204345834,-0.010144710724312857,-0.008995566472957517,-0.07800981191947812,-0.02544910505674367,0.002986287811426623,-0.13679161686111008,-0.015521829266447906,0.019559015401349574,0.04403076320834066,-0.062202642460034666,-0.00416359209649583,-0.07874292065420802,-0.047909039901035996,0.02826193971593311,-0.05737239921942408,-0.0568397178052485,0.001113978920278151,0.019116446550558344,-0.07797624710889733,
2459160.506209791,0.998751836550896,0.0004151774932767734,0.10800022171280149,-0.04839304634275247,0.05094349912319529,-0.11109050122996958,0.03724108430166598,0.06073812930507466,-0.051464209175491944,-0.019304407570873205,-0.007547905460061637,-0.0045031729310610205,-0.1970795507615826,0.005004002501747794,-0.001986018318360566,0.0817749890371881,0.014041553251140461,-0.038392125343409265,-0.024216113364984346,-0.02576449368706925,0.08093563630633731,0.023328573976101996,
2459160.506904522,0.9999112254805961,0.00041543961113941493,0.15150124484575722,0.07953404860170482,-0.04667967090434916,-0.05468849822373278,0.025059196704544866,0.14088506402914971,-0.002810668630106196,0.019169715659158093,0.07847064259810747,0.18207468929324355,-0.003921831103910126,0.003785683617730293,0.029599726905532454,-0.038942557998637946,-0.0523154302752228,0.08784637311913787,-0.0801014266380796,-0.14581922950653697,-0.011938594483246094,0.04348802486829251,
2459160.507599265,0.9991729008305854,0.000415295612579172,-0.021180792791796396,0.026720461716134056,-0.04859813147792219,-0.09450372322816275,0.006856097815320162,0.00966284377811182,0.0696399395486559,0.11235105739712957,-0.009778472758764109,-0.022124794015481727,-0.057312772080266486,-0.04166507682111806,0.05755800737131624,-0.028340298706405274,0.15881673871192695,0.04009230470649583,-0.1631902508393048,0.10263547045954087,-0.014386227309884208,-0.0017049220938429865,
2459160.508294007,1.000176987443526,0.00041553258773315444,-0.04073283699677975,0.08082072778006981,0.06897740092584588,-0.03983900823709,-0.022018984402980717,0.03426169244152477,0.09998181470227707,0.05141715032701348,0.09662306982523024,0.042654481909551,-0.04316660050101039,0.01486800616043235,-0.09795257799131925,0.06328685275516867,0.0679324704334139,0.04390315328537449,-0.08800884071167517,-0.019456437374321765,-0.01085061572240698,-0.035739962868581845,
2459160.5089887497,0.9997900416551481,0.00041542195420005487,-0.09708952637177681,0.04721074973664406,-0.03533790682551434,-0.1522744683993319,-0.11606264138755223,0.019710430810347512,0.022537593245745603,0.00841707969187839,-0.11850318293713852,0.004532102907769155,-0.04578470942223193,0.022049961238340594,0.1456649436689054,0.028688652733723615,0.010606010367926568,-0.1292065298715147,-0.03833081113246985,-0.11426263588259332,-0.0979405879923334,-0.06197010185168835,
2459160.509683492,0.9996395696248593,0.0004153978611249463,-0.017940828603773145,0.07519508311527986,-0.0026927776244702567,-0.12024797268383569,0.04622336394245434,-0.022376273132939172,-0.04542298184103834,0.03660639434692173,0.010627332308764907,0.010928984942044799,-0.09168154721406514,-0.06199134083373,0.03811762044463312,-4.811769149794379e-06,0.04498846425755816,0.06312721038479738,-0.09284088980881852,-0.10523093902216585,-0.036948072007797594,-0.017616496575338883,
2459160.510378223,0.9993139404358252,0.00041534615370437944,-0.03963607301095098,0.03353599605203992,0.04494482223018154,-0.10454633122331844,0.04325550924682184,-0.02294957147626404,-0.10849273471115232,0.1339637158601306,-0.06011559007666549,0.03052073908799502,-0.015087101761682419,0.17924594196109989,0.02187007112852334,0.08213793744880539,0.050252375682948346,-0.03063176421922923,0.0467453060569706,-0.06381047543340361,-0.0659017794659753,-0.035434373890728524,
2459160.5110729653,0.9997146645802273,0.0004154275328757453,-0.033113677443222855,0.022435027130256656,-0.10659556135018547,-0.10353470966748805,0.008489266386956405,-0.013482756816900492,-0.1116913868055507,0.05806012655668629,-0.0410344968207895,-0.15720384310565122,-0.1005109422609416,0.06135871372389128,0.05471813439777143,0.02054979300449072,-0.03293601084661053,0.08907427366404132,0.04255208403146228,-0.1330548076528541,-0.01618714002518632,-0.03635180513865538,
2459160.511767708,1.0004094691825176,0.0004155762198621689,0.07808824617926426,0.11594226165449038,0.08701087693309775,-0.05163940491822594,-0.052119043894192016,-0.10088399645140603,-0.015593853617281724,-0.014874837165976791,0.04947368679237258,-0.16198499803794042,0.0046824512639520866,0.1057760131183734,0.11145022873512742,0.0756426419091628,0.043448366267714575,-0.0830157436445355,-0.00638210708259117,-0.05418016125647601,0.010391162008239776,-0.044771490165693345,
2459160.5124624507,1.0000486471120817,0.00041547863316556495,-0.0562978502768571,0.042914701712001325,-0.10589821557590165,-0.06213670262094235,-0.05580913585893933,-0.09181011434796664,0.00730608514347877,-0.004341776440053853,0.037931792786498754,-0.024482742122308155,0.010632373200526875,0.12875390813453635,0.09939851002468243,-0.04941829110523567,0.021685528501428596,0.03723122059007317,0.004748832384962386,-0.04459807987847836,-0.005203474810125076,0.08327404068362518,
2459160.5131571926,0.9995871346966492,0.00041539538578271387,-0.10364794741626565,-0.01851953230452809,0.09953591046791249,-0.02238231505552647,-0.09018233722773984,-0.03858263322408189,-0.054715685088663334,-0.1071423564894958,-0.019264404525626205,-0.08766017484796036,-0.05046606583222583,0.17131998925722025,-0.034109384274812596,-0.0052223100146083406,0.07028903131129646,0.08277956912297812,-0.06357798441421661,0.0278252126735377,-0.0147156529801163,-0.03255557208386073,
2459160.5138519243,0.9993435952696222,0.0004153589555305329,0.08735616534521097,0.0943629963261764,-0.154453509751104,0.04544198290970458,-0.08222927487640326,-0.11705644334747921,0.03214947892011192,-0.09134044689715466,0.1046441711473559,0.05483279742079729,-0.15510992891623404,0.06317527775648267,0.03494099968518222,-0.00996062644443155,-0.028037818783606103,0.04857973297288506,-0.08451749806155039,-0.010577163920819078,0.04128987641383351,-0.041613232062702,
2459160.5145466663,0.9995995582405407,0.0004153845488204729,0.06526995059776197,-0.0029084595379280428,-0.0058791841331045655,-0.017420219386510533,0.07775689355352827,0.11623466024811353,0.04274769646298878,0.08061013260325281,-0.06368434117579555,0.00025038094021828243,-0.009993312870320615,0.13055776251117002,0.07793474026890497,-0.03541841394682782,-0.051276347610262125,0.027876834925430347,-0.08676668064556231,-0.05250671778733718,0.017206172133789336,0.0022355754468568814,
2459160.51871511,1.0002081581322528,0.00041639090402467407,-0.040887922051789836,0.0807300759556533,0.05256081152648948,-0.09536007333531125,0.023509169724165845,-0.006646145120976288,-0.004390134789471894,-0.04837143379556368,0.0024946171038640707,-0.07170809686054161,0.004030792817213422,-0.06072973090551887,0.035359735458820145,-0.14417565128514856,-0.023852749697006303,-0.1383021006385167,-0.1460230413803905,-0.07581280519024478,-0.033027088847113605,0.01918514104410003,
2459160.519409852,1.0003117923548084,0.00041714827947896764,-0.037406342687166194,0.0605314744519752,-0.005937224940638863,0.02234390807480269,0.08448955997135808,0.025911524664834675,0.061685147003247544,0.013632650917646684,0.058658653075548364,-0.0467026813744555,-0.009023136558230492,0.11281212851623304,-0.026150818404525242,-0.0518702906695176,-0.06823581094190202,-0.04732052725544656,-0.1316457792053188,-0.11827309445597153,0.05365574785883736,0.10607983767891649,
2459160.520799326,1.0011079711685402,0.00042693229463388243,0.13341710963933873,0.029760190345646,0.18549072752148363,-0.034517019794917884,0.07767865375891086,-0.02785742159754777,-0.06626832672344482,-0.017077714281352446,0.12034762683275432,0.06346737435291434,0.06025633799311485,0.13966449266386563,0.09428535316649463,-0.014174463039497535,-0.08149698744515364,-0.05617204807652814,-0.07687268561813859,-0.04206587873221765,0.07886160110579643,-0.08445611163045748,
2459160.5513679013,1.000408411257731,0.00041652573178819016,0.0801501308873117,-0.04151843990719682,0.05733163940893804,0.06491888048014553,0.02678896253946026,-0.05628024933991313,-0.10416288624343752,-0.058468136621307135,-0.058254168933624555,-0.06426309775054978,0.003526039765474929,0.061652415103383026,-0.019467900265517167,-0.011580524564034493,0.043294466080265166,0.03707931023963206,-0.004913445146726435,0.04304301623400609,-0.0030260642258978987,-0.05311913483977986,
2459160.552062644,1.000662630627042,0.0004159003925178218,0.049991712511547194,-0.05635807013476921,-0.03777391736550704,0.027101770610300367,0.09540808474013213,0.029670290667264607,0.023305100292844626,-0.040619920659627086,-0.014715843128577868,-0.06658970219513775,0.006425973615104413,0.06809685239146888,0.003546312121005496,-0.021855014863067165,-0.04733279372533289,0.0050648042704682684,0.008992333379764524,0.010186961440269421,-0.027161881036034514,-0.06360022158820955,
2459160.5527573754,1.0003338767324197,0.00041570469086689595,-0.0034225682044082073,0.1333005563745078,0.12300525151729708,-0.06735484670768084,0.03044384329362017,-0.08496737577206923,-0.01261014301598965,-0.05631205221263014,-0.06980947884423293,0.06727075711664787,-0.0754276709697842,-0.14014770300097476,-0.08849764672891343,0.005044974623135168,-0.10298221237949975,0.03173320749083237,0.047833810389201654,-0.06596467751682711,-0.05587730052530541,0.10968089804391146,
2459160.5534521174,1.0001317299065742,0.00041558460160527475,-0.027887744448359866,0.06771462632171112,-0.0017650970846643,-0.07866071302966844,0.02107028639856884,0.005396814088340042,-0.07702057732740711,-0.06715113798864042,-0.053667750018994854,0.008505911357928475,-0.005038705364793828,-0.07233827215481876,-0.028497835192949197,-0.03978257340395552,-0.14164157530540505,0.013980039648842198,0.09760485468169278,-0.032564591459909725,-0.09786690204912026,-0.036626760235594455,
2459160.55414686,1.0000379197094562,0.000415504222390031,-0.19122868272651658,-0.05244525116436674,0.10152650492714987,0.09136735202636051,0.02459753439204431,-0.09184786033099122,0.0068396807850506485,0.08674876596241327,-0.013351061251476958,0.08656894150380277,-0.05124830076353878,0.0450120776812047,0.030501455074028887,0.0267990849797219,-0.0645473322995516,-0.05410072334807301,-0.06103364655267282,0.008139503368204244,0.04212425719089078,0.10339101947205957,
2459160.5548416027,1.000265692340039,0.0004154909670597353,-0.04329046739176003,-0.019281155148991133,0.08502662050905022,0.06098981798461676,-0.05890069743793342,-0.04750712694654077,0.07995714400869874,-0.013011400052885078,-0.018447319475266514,0.02348308133463938,0.039505158879484116,0.08940437677945673,0.036669099449018173,-0.04209700480863711,-0.02890508767148518,-0.07616185873193645,0.009294581441359393,0.10166878682073949,0.0832709165132099,-0.04748812765014662,
2459160.555536345,1.0005028968549805,0.0004155231691696106,0.011182207339581557,0.0059923839917646405,0.15159300998242828,-0.0713534071885487,-0.006683299883764536,-0.09254410220468937,0.041744941721406414,0.049493737921913805,-0.018545781734654588,-0.030832263381130147,0.061542275749169796,0.006749637967355816,0.04945733883079076,-0.0027608270677652812,-0.025238588247090566,0.04407877336300735,0.04736069722417048,-0.05121501124577692,-0.10275433974098228,0.017036045089390855,
2459160.556925818,0.9997582070233108,0.00041534658579243965,0.061265442236587316,0.05006040004080894,-0.03506834819543111,0.03319214986287754,-0.04411791391706602,-0.10777361407184456,0.08928723994312247,-0.03141215337987401,0.015448092972131683,0.03136494812086148,0.06139289928140552,-0.027724854005908597,-0.03016631892788384,-0.06451213481813223,-0.04711147034734717,0.09614437730135135,-0.03246835051465339,0.015242963466319986,0.14521012378880066,-0.014955650261277598,
2459160.5576205608,1.0002481770635294,0.00041543280074877667,-0.024915070289144314,-0.06514768317745663,0.062480744137853664,0.038879195483105505,0.026399129263628328,-0.01728866960377609,-0.01950229670640946,-0.1313233044897228,0.03978968496359968,-0.061771833814492805,0.040511972070593795,0.014425422965963455,0.12357542277903456,0.00850161233046632,-0.03248671326871376,-0.07956333285868207,0.005574226290850742,0.006972900917007661,-0.1304073986416284,-0.08775707501681704,
2459160.559010045,1.0002460454185198,0.0004153969800391916,0.07540925816865879,-0.020427125816111516,0.06060232220529131,-0.05874213596126053,0.01555135869920647,-0.09320519827191545,0.02005975548744481,0.07787717082579715,-0.010622946571057881,0.08519748981190714,0.1124099620482077,-0.03136120765785026,0.010666295165807955,0.007431978571897678,0.007469888319260313,0.038642900959816893,-0.03398193314253137,0.01484653936597173,0.026881155495258557,-0.05191797799204169,
2459160.559704788,1.0013133257603217,0.00041560630835279534,0.09604716232046262,-0.15032450775009792,0.032409083687828896,0.002664419221507762,-0.031277001657670264,-0.13517218813941234,-0.00890902179409825,0.07646414666856115,-0.09030757529577188,-0.02770287365537763,-0.10093298542984352,0.025061612454486466,0.037888090574657925,-0.044899824197824116,-0.02033516154980901,0.045260818372485204,-0.006765923943598294,-0.003416778795527598,0.07633690414735224,-0.05972385935990408,
2459160.5603995305,0.9990611491085595,0.000415156111365905,-0.06959867387699378,-0.010896800438742105,-0.011537648211765544,0.04208321714823023,0.08105831194269737,0.004135959528414112,0.006474509187248511,-0.011641538528165112,0.07912671872190731,0.04134712521994417,0.007752877577038576,-0.013562386522181356,-0.04580181578517695,0.038389495680429625,-0.12772319235126503,0.10227654716769198,0.0026157958288579608,0.012241145937400487,-0.012200931890794828,0.10403247181724666,
2459160.5624837577,0.9997471291059256,0.0004152722306920708,0.054674100741878055,0.03680869729079368,0.024268243130935806,0.025445816989898208,-0.04491045413149191,0.021593163310538704,-0.13299944741679423,0.01107615201058431,0.1091370824301343,-0.012744868391137355,0.09250252536265313,-0.04467520363065993,-0.004316983590600126,0.017554884075788407,-0.009551386853031004,0.04645700539805603,-0.06241542525376497,0.08964863787772336,0.09792229445051402,-0.027971827347329344,
2459160.5631785,0.9999557375405674,0.0004153134338308056,-0.04128355153034696,-0.0883460076105176,-0.10547086756531852,0.009453697939426178,-0.10376502609938919,0.11153313496115191,-0.03207929442156372,-0.029745053867447656,0.023984949915623773,-0.019424289125857825,0.025002949075975632,-0.084977189218979,-0.07711035918355641,0.0027830109329053344,-0.09316709644952993,-0.0694110860073863,-0.03897815671730392,-0.024586036036484314,0.1455125042205398,0.022370412160691903,
2459160.563873231,0.9998493566874035,0.00041530348006300097,-0.006276508812235256,0.0037981553346776976,-0.08271108338467854,-0.03641081459180735,-0.13063658981659176,0.006228014590589893,-0.04980278567646286,-0.0035650841902132753,-0.164926135964473,-0.027055539129855196,-0.037052736061096866,-0.12771367261127076,-0.01562954386864518,-0.02411839459898849,-0.12563954917713885,-0.11918129904295752,-0.00644720204687633,-0.02155226820095537,0.02596875242055424,-0.012391792729145215,
2459160.564567974,0.9994443572709221,0.0004152095544096967,-0.02004968153178728,0.005048227761318119,0.08681385489137124,-0.005529850632984979,-0.007700841841895361,0.0045044149882062815,-0.007008249030121644,-0.020893008890092667,0.05918963004544335,0.028083332702916283,0.11570075461524554,-0.04021307713070645,0.03745677727884877,-0.07022566717592393,-0.08559632258552648,0.04077315331388559,-0.002699163324786556,0.0022209399321692076,-0.015513847952594865,0.010333015342848015,
