BJD,Flux,Flux_err,theta0,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,
2459178.754162209,1.0001480651507542,0.00041561918330570427,0.1870073345548318,-0.08951263399891389,-0.03303333314476943,-0.07739612362952118,-0.20536160451431354,-0.18317788994329384,0.00902301183368228,-0.07427748792937205,0.037890856767028545,-0.007940495919135666,0.08612134902933817,0.020018443138847517,
2459178.7548569366,0.9995907584273153,0.00041546059294658326,0.06037309530924395,-0.09485826833021319,0.05285448776416171,0.012631893963390655,-0.0014493051947252478,-0.125338720289694,-0.0037081856241623712,-0.06950734469064745,0.013136170584573163,-0.04847368629047478,-0.021083975300206018,0.049705712632094605,
2459178.755551653,1.0007056998512611,0.0004156166608054804,0.059157201134018234,-0.04234773092389481,0.09075312346327562,-0.0027418909811538425,0.042693136155365734,-0.040166235449532295,0.02859970406011632,-0.06746399000860871,-0.020418141038662522,0.03838114376019607,-0.11400723917550618,0.03929016024547453,
2459178.756246381,0.9999717361424137,0.0004154131998959513,0.0993070832485039,-0.03511896984637454,-0.011445089231082079,-0.04633933876654328,-0.03976534605994578,-0.050997425040300415,0.07576358046022998,-0.07009922581375473,-0.04737806405721702,-0.03265428363516243,-0.014223462069795776,0.007566405245141253,
2459178.756941109,1.000060071796602,0.00041536627799147464,0.002178309799494904,-0.049941781389892054,0.02077549403390312,0.006187940535235867,0.06240643963333596,0.06675972888578985,0.06694400679101813,-0.06757973572619176,0.12588615452010565,-0.19634938904146002,0.06798886410377415,0.012205323597591146,
2459178.7576358365,0.9999165800430572,0.00041531956908955764,0.04818998814093056,0.019814779175665376,0.059519574985944665,0.046464507176154884,0.02694106199735989,0.029011754770638054,0.04648180112151761,-0.06869447464300875,-0.04786318062252063,-0.03614892727137622,0.07811724597488875,-0.057733019156622274,
2459178.758330553,1.000134058067355,0.0004153452629699471,0.07913965997344073,0.0009841066469644666,0.0492966208215454,-0.012951046303819533,0.009851334808455965,-0.009939994506097616,0.07476971672898262,-0.06945410026359,0.1237069111954502,-0.13592273499225174,0.05241493285378555,0.03961505575270301,
2459178.759025281,1.0009441189285297,0.00041548436087649154,0.07310135116337242,-0.10237550492606728,0.07760996908632668,-0.0711947714616955,0.03007857960622186,-0.03445865407590337,0.15923131040733277,-0.06749494773154797,0.055061503076997996,0.02366220576875458,-0.010982922839008646,-0.043080552360992494,
2459178.759720009,1.0005855174027625,0.0004153963956283461,0.08204696194390043,0.07208757874954541,0.08527588734897266,0.15094736935337333,-0.020440403612938335,0.03602337424357019,0.09892366069531904,-0.07076313439370777,-0.0887658039524683,0.12038664857618604,0.17382362154720055,0.01025777333067009,
2459178.760414737,1.0009508186584055,0.0004154758723275218,0.10086858284401606,-0.00890669638039776,-0.10197679242485078,-0.008801158170011009,-0.10705230358545301,0.001474378552780107,0.10721530427268403,-0.07339468841194878,0.014963621762116963,0.0365211153319628,-0.06264869146437668,-0.01780980763352675,
2459178.761109453,1.0001838633590412,0.0004152766128546248,0.08813673434640161,-0.07916863676984921,-0.021926224650048218,0.16823781285790673,-0.03832332414726336,0.026849957439022385,0.03572403730398954,-0.07318087778112851,0.11769733317909055,0.0378760739495196,-0.11604920845056713,0.22911499505108454,
2459178.7618041807,0.9994072889141236,0.00041510472449517936,0.06548076511575184,-0.006739680825429301,-0.1675775226208331,-0.028289727211500415,0.06734488901068388,0.08632969254730094,0.1019494833686625,-0.07417883516211463,-0.014527643798772466,0.03988408951561473,0.07715832258629296,0.10936760112847231,
2459178.762498908,1.000090452064757,0.00041521501848483744,0.034537709572729676,-0.08028705842806876,-0.036471207661038674,0.05895303019036195,-0.059949929188455424,0.03176386359460381,0.09839872430913667,-0.07068346284105174,0.005672334780361235,-0.10573385486152558,0.023454543593666333,0.11548025854763408,
2459178.7631936246,1.0004021963465217,0.0004152938832336582,0.047016306755483926,0.0180319974137085,-0.02715100229427833,-0.03494805980436949,-0.010277416230122544,0.10604629801459503,0.054788629581396235,-0.07476051784336511,-0.044111878584029436,-0.086402930543532,0.05415372851536654,0.11079765010866184,
2459178.7638883526,1.0004735149913084,0.000415294891373842,0.03576909452305298,-0.02256201974219662,-0.009356481553154522,-0.010733313700468245,-0.1726472883489277,0.03028115340311741,0.024982988234424623,-0.07140763979019911,0.005849427065948663,0.008415324223213463,0.06291653623685217,0.005339290265580082,
2459178.7645830805,1.0001556059325687,0.00041521078525337833,0.057869675029578224,0.042033827454882704,0.003682781918704997,-0.10264920966230223,0.013884628070233454,0.0045356363911312,0.054691229439332946,-0.07255650814047218,0.10556368244515912,-0.09653792297861494,-0.02661966345318047,0.10942928701049986,
2459178.765277808,1.0006094355156956,0.00041530762391470453,0.036581655695335225,-0.02890381179223604,0.05926361402970204,0.09045586819840312,-0.034319592355962436,0.055037841316685154,-0.06705283569608206,-0.07104790708080937,-0.06947079680318682,-0.0500640964094739,0.02601952266163554,0.04905421215396594,
2459178.765972525,0.9993517242051351,0.0004150508889167187,-0.06618811556159869,-0.025032067630418757,0.019691296197343743,0.07538705463714804,-0.028751229730792194,0.13216387076595565,-0.026043282302460065,-0.06893987285644412,0.03783401815541293,-0.092137646844833,0.06307508133635531,0.027028013605957697,
