BJD,Flux,Flux_err,theta0,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,theta16,theta17,theta18,theta19,theta20,theta21,theta22,theta23,
2459150.7507254137,1.0014589760966315,0.00041558794687969713,0.0567398125995029,0.08976360051616727,-0.0028735996661048285,-0.00870917365829118,0.09379447086465381,-0.09371515161043924,-0.005322707520658882,0.030167903884090255,0.07640250824289994,-0.03712352317217077,0.11762007201010544,-0.07330270270487271,0.04601310919340495,-0.054195620330254615,-0.016041379322687954,-0.08878471634536718,-0.022479747795999747,0.00302193599377189,-0.057936224243095566,0.015356513189076826,-0.02164599053689714,0.052113534170895315,0.11184954904812505,-0.06884016532822335,
2459150.7514201645,0.9996789421428269,0.0004152244511786762,-0.006350349105508404,0.024094682887465066,-0.006677301265187063,0.05139008192560463,0.05361813278804785,-0.17539361718948143,0.030217979894174397,-0.02904811835910419,-0.0132155250446229,-0.1244812459777084,0.10237146909057894,0.0018948164125043567,-0.04520281721269435,0.03473392007305663,0.014518481997503652,0.006400775073219012,-0.05540466554566422,-0.04752210545190516,0.011411645853840337,-0.06006467980426175,-0.11368274263188627,-0.05310494161428306,-0.026861682066771617,-0.061972223143334365,
2459150.752114916,1.0007224796425838,0.0004154188419280916,0.06488286443333706,-0.023757197137433433,0.049000545086377995,0.07079635767276884,0.06789740537078734,-0.0573387879712196,-0.019577667565036812,-0.055613362683082784,0.02171522628331638,-0.1290164082816733,0.013111714691485964,-0.03548132830384871,0.04743762796355403,0.011526755779742326,0.01610953875917487,0.06950827277407307,0.06641236445837143,-0.04775048245756548,0.03492004693882278,-0.04557557080880558,-0.10716586087509827,-0.024552727325733992,0.007622560548905932,-0.0673787373794558,
2459150.7528096563,1.0001877350384876,0.0004153308824292447,-0.023550765056779867,-0.034972870365844184,0.035094262516129134,0.07614790266176907,0.03677957261937789,-0.1160753828388987,0.010404780704824973,-0.017271248851959624,0.11670512092887037,-0.029158175496387946,-8.344232679708275e-05,-0.004889860171637823,-0.06447676961990043,-0.06965967346656043,0.050319277761103044,-0.06544058327627506,-0.08224962392877505,-0.02419167735196264,0.014016857587082682,0.05330084044627681,-0.10373212664417512,0.004530876192225142,0.011416128585432674,-0.06579122520842147,
2459150.753504407,0.9999522244218493,0.00041531480272003515,0.026067359731116208,0.0516596139288358,-0.0014106013357320767,0.012213487399086263,-0.028444261530685716,-0.05515242372371154,0.007034617440630381,0.07948882474065955,-0.007371632944176646,3.396064340284292e-05,0.051970004016324366,0.010851014286010605,-0.0505551724584617,-0.1019958928014574,-0.01387321605777073,0.002733661187659858,-0.16326680369315663,-0.017803471695129545,-0.08382122619984025,0.06871064390093651,-0.016606401299624263,-0.05381297816217395,0.02297296978527487,-0.06417455370798383,
2459150.754199159,0.9996525688469038,0.0004152874867781108,0.03207675056741049,0.02173467958439142,0.028207471388317223,0.029600068595103023,-0.09504442576383604,-0.054224048463610106,0.03750002464689592,-0.03605238627352473,0.019189811554433323,0.041838169540122656,0.053126736350617765,-0.0073997347189685946,0.007792191870486625,0.11608460757881611,0.04636489519819941,-0.03766418605139471,-0.06349155329193262,0.07842970952178974,0.12630580983990308,-0.10594300895498573,-0.015595025486392383,-0.06405151583914187,0.04211763208437431,-0.06522014124139497,
2459150.75489391,1.0005707907553634,0.00041545709343158006,0.040862968299141156,0.09670983010652744,0.07009649823604253,0.018832980378402423,-0.015741941529908775,-0.04761509361370177,0.04910026102305356,0.0477338801334028,-0.07077178349058852,-0.060756077809763734,0.02539852355716063,0.03340653443583755,0.061789992767448974,0.010459677560228968,0.023168516323211225,0.06771382065870094,-0.024758718400014822,0.06384332982426161,-0.05322387666642446,0.1300423111093996,-0.040199881849423226,-0.09362771004385195,0.09468401732875185,-0.06754910922404657,
2459150.755588662,0.9999149250598656,0.0004153400335763465,0.20954347516145483,-0.0242983059649639,-0.0015046087403431598,-0.10963156511030228,-0.002680453055264761,-0.06616127056734424,0.004917066731396821,-0.014991885667896235,0.0005325320126375583,-0.0302948472357128,-0.04473996841610504,0.09934907679814457,-0.016084438702767618,0.008692060885400428,-0.050778248656367625,-0.010031881570480567,-0.05732871058928038,0.03736155961310054,0.00783813804551603,-0.006108834051203186,0.05801901983988261,-0.05143339127155723,0.003514786294867527,-0.06080275455607697,
2459150.756283401,1.0001313877945956,0.00041538660365470273,0.062092698140135204,-0.06788739147923278,0.12166286648749432,0.021857927078958447,-0.07546218301522727,-0.01921613444752978,0.055885350990490114,-0.15683883439376428,-0.06796329799661209,0.03247399005613223,-0.04254560521052035,0.026487239830233076,-0.027998038005370984,-0.08791893674886019,-0.08663619054230826,0.03113408734371439,0.012631981915319664,-0.013461055251815337,0.03022884631457943,0.11023979759733442,-0.050927950570491036,0.018410266363523817,0.10828335522291084,-0.06875471816759017,
2459150.7569781523,1.0001277871647798,0.00041536266160018063,0.0506932080158366,-0.014490790224840431,0.029131027248927157,0.04994574162252514,-0.0552060762887593,0.0022529005090253964,-0.1204118759358466,-0.014233880297587181,-0.12354807390244618,0.05476646860339626,-0.05707401702394665,0.08763428431158188,-0.04904107789525415,0.05252157068477075,0.022610125475180515,0.07875007539396217,0.0519916663239815,0.03110691706148349,0.09166162510469769,0.05975732679390962,-0.05968488934486085,-0.0022116023201595083,0.06651751134232164,-0.07000949767500712,
2459150.757672904,1.00064458565115,0.0004154883010472393,-0.020055529353800085,0.06477835037515878,0.1559605741940716,0.03961308741398843,0.007262612633141976,-0.10831711348241962,0.044340027313184226,-0.11924328657194916,-0.14752901464438084,0.02184043560384482,0.11743404110210272,-0.025970997567740985,-0.02417073081013725,-0.0005268282944465401,0.00042033612441318727,0.017979059426098558,-0.08486751154696591,0.1318671432430091,0.04549845576850909,-0.18282593775476996,-0.013416734448519065,0.07013823151296925,0.14509390418818147,-0.07025290481608219,
2459150.7583676553,0.9999906357283985,0.000415389618432423,0.042417120606572246,0.038538057212687236,0.004994957133901582,-0.06174853182956313,-0.05266837618381521,-0.10081070897031814,-0.0875197533504385,-0.07332175691065633,-0.023709198683329265,0.16922233194914843,-0.021988568208036855,0.11056889576482445,-0.0716396487520677,-0.13654184521755144,0.04184212907661114,0.03999799526069109,0.05056528132642508,-0.06141594639036673,0.07592055806126251,-0.09731497241679506,0.005226923252543541,0.07629961777493789,0.13763922716556912,-0.0688646717508816,
2459150.7590624066,0.9990128495491232,0.0004152327711107807,-0.033167214862227005,-0.046158849743499486,0.04497563646937266,0.04048432526235501,-0.020582760370631146,-0.10947099782094087,-0.008382367439489561,0.030676565293764977,-0.00898497656535321,0.07603066798297183,0.12462791331377106,-0.014077291057482422,-0.0301283236449088,0.03747877818162513,0.06942422969169558,-0.11529962866129573,0.024856198338422713,0.055878645119176173,-0.06854492672319465,-0.07000034018776118,-0.028300404895375227,0.02081549587559965,0.0770128377765453,-0.0667383945434204,
2459150.7597571583,1.0000480098058846,0.00041537825209838876,0.005597063826903646,-0.008473866641242618,0.02456003760457279,0.017130504988746322,-0.03712340640313952,0.04556484512673084,0.0030664503001253023,-0.021337816138944036,-0.05227395655719439,0.002733091991106515,0.05897051945754657,0.08672930946934782,-0.07073046457840443,0.014273972621383663,0.016732465555518754,0.003787529737109485,0.1250793439852035,-0.05764529490927571,-0.010025402527521423,-0.12728773562359474,-0.08356178188592697,0.0915015014662986,0.16253491822079674,-0.07202439186237311,
2459150.760451898,1.0004556772012692,0.000415476810132381,-0.06290273210571036,0.020031930361299966,-0.1341483055368255,0.02300010420891002,0.012617448201879738,-0.0677672960509199,0.07528880945387037,-0.009648637818156135,-0.1175371596121014,0.009670732018681736,-0.07848913495095752,0.11002576395426907,-0.16622877611627593,0.024048288863145,-0.009744935593672822,0.030671734146056676,0.017031787689293542,-0.11363724297128878,-0.06179627829279433,-0.032649028344140296,0.0704828715514874,-0.012138417790672144,0.08502346499468667,-0.0650011385406178,
2459150.7611466493,1.0004263658659416,0.00041547002833242796,-0.07874961129987441,-0.011473749876425306,0.06748181909169931,0.09404171749375276,-0.006118976891307953,-0.06937016539753113,-0.00963604596043345,0.034533006374584396,-0.039292998902439695,-0.10257719583707889,0.1041781666632758,0.09208597952667359,-0.0861228345184162,-0.04417172986276383,-0.024428373685296833,-0.002215706458036981,0.02606888322723221,-0.07216829697689806,-0.002206765121076046,0.09137014089246312,-0.005251793924927764,0.015579978577771712,0.05911816824869155,-0.06640291610000165,
2459150.7618414005,1.0002214879011828,0.00041543118003675483,-0.03152732836891199,-0.12237231226212768,-0.020256596464304787,0.1132201834850368,0.01110787948125055,-0.021289214964470726,0.0020842690988747588,-0.006945925812999304,-0.11567669122771392,0.09310793075536074,0.0875539092434186,0.028150041978517445,-0.04198368370031422,-0.057468958346379224,0.07726229822304966,-0.006726388582081556,0.006775294471638211,-0.07165476054836996,0.05241474444740185,0.17937759271071355,0.04864229365791748,-0.04357484198664126,0.062440678582170374,-0.06843315810175256,
2459150.7625361523,0.9998377539956244,0.0004154036288912243,0.03520095828038061,-0.10696550071743435,-0.04207414420423023,0.11736270377507493,0.11233404694458801,0.0791977033453452,-0.037080233806045186,0.06869411435488348,0.016280280434108046,-0.021862291421556206,-0.047275323157210225,0.033389220877980026,0.022295870944232608,-0.09285263511455352,0.008517591755497305,-0.06861985853903758,0.04703827355419886,-0.040956218450396854,0.018368246648648476,0.008101812466504987,-0.019202018197664122,-0.07921470173611318,0.07273352626012775,-0.0673684131264559,
2459150.7632309035,1.000031175486508,0.0004154051333917374,-0.025727025265718476,0.001418865207713911,0.012119538179849568,0.1286849222790844,0.11168630258048376,-0.0063366295004380355,-0.03313157250225867,0.008106387126783854,0.03545795152270652,0.03193138892993479,0.03433157571245073,0.04978678079403809,0.05570100970950549,-0.013039374629967796,0.08644778698588514,-0.027763724826626417,0.015996108016689114,-0.08679390244145725,-0.016800657437171372,0.06055483003646834,-0.045037049181851765,-0.0388388028464909,0.02464886669688383,-0.06437068757181487,
2459150.7639256427,1.000882766054634,0.000415602857028417,0.13781108961853983,-0.011129321393799282,-0.029186970473955645,0.16809645236833032,0.0006628889671791984,0.06718787907943513,-0.13869030766873808,0.12132520704324495,-0.014181162346772963,0.027776946956960293,0.06253340996314063,0.11904329116661848,-0.0017494546708919701,-0.10478328119407386,0.06735834413850236,-0.13214416542700946,0.06273537760017892,0.03491338731064545,-0.0409569240569551,-0.03231918663525002,-0.04177724331262604,-0.06263496642793225,0.034851737400745215,-0.07031473761067394,
2459150.764620395,1.0004666291287994,0.0004156404608051599,0.09941913305018664,-0.0848464921633106,-0.009577358815882585,0.12968247649043974,-0.10800301784359348,0.026936473595543894,-0.14892494997769473,-0.0553851342455044,-0.03478930082938691,-0.05029787134260563,-0.07002920825073485,0.02862223415293674,0.0637488549632401,-0.1037685094459341,0.003407114229730003,0.014256046062602591,-0.028233452449310376,-0.07507216471049896,0.0859204085927632,-0.03569264993147387,-0.03388093337912417,-0.013656468353476522,0.05045143538211498,-0.06851389466292745,
2459150.7653151457,0.9998638505714417,0.0004157958815067932,0.02749567236623322,-0.018907524512070367,-0.09397132757941638,0.10031991281772328,-0.06045723227006994,0.06943116777046388,-0.03810061175867499,-0.011613860429698367,0.022803486298080166,0.005446693985740395,-0.025672185382793228,0.12816654342877631,-0.02323982388218239,-0.030811626253712192,0.051433520035495714,0.027272177574371986,-0.010597451171437242,-0.09098267425985339,0.03298134319233595,-0.04088586485851408,-0.0074156009959854274,0.011208129222415913,0.11337943503740243,-0.06731220891119252,
2459150.766009897,0.9998738117895172,0.00041628315090884064,0.07296918391329382,-0.0005930231819041546,-0.06127120603467384,0.025295603994548145,-0.006245535440282821,0.027069300343985813,0.015855251787395972,-0.004588493600593782,0.009711838462107266,-0.01969453481931911,-0.031073745624851774,0.04884527774553095,0.027296493660314686,-0.11387593677200464,-0.028596437551833925,0.06340402869921447,-0.0025353883023049688,-0.104706446422555,-0.00027383926427581966,-0.04181405402527392,0.0481994813371836,-0.07416815725355448,0.14599535872140323,-0.07296619336234447,
2459150.7667046487,0.9997545626337407,0.00041727335142394085,-0.08426871784424148,-0.000988157218531927,0.03165440980160359,0.03530017139633799,-0.06284354533994876,-0.14333903178754956,0.0129547817832191,-0.05416445267239137,0.04848796373058594,-0.010574658818736577,-0.06995939421513954,-0.004701155262404194,0.024206006963474788,0.004782717966605857,-0.02106831253035446,-0.13834030873373251,-0.14200411355870324,-0.13178168883835148,0.00023183919236387934,0.013247994322052148,0.18057492533446326,0.07843789021041293,0.16953706776330638,-0.06864030576641054,
2459150.7673993884,1.001287878581464,0.0004263102711632166,0.1890444051232902,-0.06108623524233989,-0.03059953747948643,0.005534429243146336,-0.0007796046771442657,-0.07700425116374865,-0.018225283133819534,-0.11256799943955233,0.10529310141141415,0.021055105105779667,-0.0024731851856512953,-0.017085094606637822,0.0393585749664125,0.0810714793798771,0.04860684341555669,0.09953914411173029,-0.01024283114984007,-0.0818051329595246,-0.07434708717411154,0.05661478142887148,0.03299796168354123,0.16128524191065424,0.08281591654373081,-0.06517589338790643,
2459150.7965788525,1.0012617960353616,0.0004268202257708346,0.004224297283058926,0.05276478557883246,0.0032707488517533558,0.0997081934187741,0.2062939884608771,0.1623327255361024,0.09647171099128536,-0.08437973589799092,0.01406259173017989,0.005264695761934678,-0.024910675765872206,0.0021166425040731627,-0.02568961520621529,-0.24170641369603862,0.12951046938931063,-0.027921600978409736,-0.1424929070535637,0.016317215121382265,-0.05885890351604405,0.03904562636382156,0.05338124601195468,0.07577213532413397,-0.046305416427029754,-0.07013437936370295,
