BJD,Flux,Flux_err,theta0,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,
2459125.1939528654,1.0006024335655468,0.0004152076074311351,-0.023096567545914805,0.005911170052764117,-0.21081640483820474,-0.055917433098698704,-0.07302763692532861,-0.00471567076879742,0.03812882465566697,-0.07077681638246658,-0.019126577951926616,0.04824948275024092,-0.10024058572254846,0.12456055302504314,
2459125.1946476414,1.0006309188527385,0.0004152696431308464,0.03906800741375104,-0.10789361111690389,-0.11866012974109184,0.00042821793830224997,0.027605532689743813,-0.014689116195851615,0.03573643418659411,-0.006803122330081748,0.003130520938364021,0.04298628975908735,-0.005263807688988524,-0.08589370346066495,
2459125.195342417,1.0009661027887877,0.0004152953616801733,-0.06709246291996226,-0.048292783848762975,-0.012118648255153991,0.003757807220419823,0.025197140046460544,-0.04342094212447342,0.0746010046740222,0.012764507673700458,-0.012398492734453625,-0.008722585766819169,0.04313441091624811,-0.11273057645605974,
2459125.1960371933,1.000134676121617,0.00041509080147147915,-0.040077768291184,0.016731833280883502,-0.044630446650332965,-0.04073009567304223,0.15966094088039387,0.03170716588083554,-0.08133519947022518,-0.010798825178651925,-0.038873853536169733,-0.09068373848026008,-0.030944969078997263,-0.10766172898169678,
2459125.1967319576,1.0008266045729184,0.00041520577717915006,-0.0494658977941372,-0.06858392807840423,-0.06122281264692582,-0.041089296497502495,0.033928026430112716,-0.016841468554479384,0.0003241171862995995,0.0015124414012125148,0.08324037443034545,-0.13694410721955685,-0.25440485062400836,0.0986056230188282,
2459125.1974267336,1.0011853106550834,0.0004152395635180554,0.006274885241943791,-0.07674904776822905,-0.11049422061932539,0.004616181522208107,0.19270228506532103,-0.11631630483023113,0.15501098668841423,0.09506148129545292,0.07469213990707334,-0.12684903195787117,-0.09466247230666136,-0.03951991983583935,
2459125.1981215095,1.0021077073793636,0.0004154077880910426,-0.040563126322235715,-0.04726457431837568,-0.060284508844085115,-0.06583032960606883,0.07960844441271778,0.007457252755986126,0.09236819623646542,-0.06181461977544532,0.014187692152432875,0.0035676451693528967,-0.14940939872246897,-0.05927801979147262,
2459125.1988162855,1.0003336029622498,0.0004150535455334321,-0.07231276653584856,-0.045024198591654414,-0.002300146040018388,-0.05882802047594715,-0.04086656206527059,-0.10334475233777135,0.1430068205037663,-0.0680016256869901,0.06319827413407457,0.0019001512530196112,-0.05747284596647663,0.03110685608525433,
2459125.199511062,0.9999815689964159,0.0004149724238466146,-0.01894530416468006,0.01720477897165373,-0.1420066818815161,0.03988100678300446,-0.08791410462742912,-0.01317456277665011,0.034503551668842385,-0.12792998152498308,0.07906913678747954,0.10174200012547101,-0.0522361098673481,-0.18612954580824362,
2459125.2002058257,1.0006088901323218,0.0004150880174030405,-0.04412768929340503,0.03553177279967517,-0.0893070288345012,-0.016026899576762732,0.01549031132297599,0.010798675448125674,-0.003129733297495607,-0.051438958126785485,0.10878000487980487,-0.10060507636288,0.11637870651999614,-0.04822447563318415,
2459125.2009006017,1.0010443040637345,0.0004151475870638276,0.009587516099563322,-0.03853558596387282,-0.03649868533009878,-0.04557491347407047,-0.08974963692376535,-0.052725247686561116,-0.1055481153535857,-0.11073219416642817,0.06256056571308012,-0.008383179693749044,0.07928587390806398,-0.0583380924355326,
2459125.201595378,1.0006778929550668,0.00041509597981804894,0.03252806973992314,-0.10282778556064495,-0.028406083370886712,0.005794097869678634,-0.06431989434198232,-0.08163098282588117,-0.15264374078447276,-0.09640402343290784,0.09706727863288594,-0.009466098655485942,-0.12819402433452048,-0.05077729678767591,
2459125.202290154,0.999882388288232,0.0004149399624389045,0.018235323130047883,0.07119831691734729,-0.12517062686446,0.020516171905382713,-0.044882936984522996,-0.014526965074751003,0.054997348058195464,-0.08793599688681708,-0.019621836440699914,-0.047106838544967354,-0.02930348750804881,-0.01989559969257821,
2459125.2029849296,0.9999579271777612,0.0004149438692958341,0.0553060122559559,0.08904166566925774,-0.09215726486167235,0.08856341401667907,0.05147787199893968,0.04405804128736598,-0.05213410075090225,0.040197751793047506,0.0322441152908323,-0.03741720630224306,-0.08215753058468038,0.008388163257245,
2459125.203679694,1.000498007411649,0.00041505671824534115,0.02286805651145036,-0.026850964715282016,-0.0018706218975663308,0.021082089574527653,0.03038337303406858,-0.0834317762268024,0.0088519889923416,-0.03943000519627747,0.03311311124398498,-0.04954423796725066,-0.017350809251384408,-0.004173579756442463,
2459125.2043744707,1.0002814238634667,0.0004150085130308582,0.11283532018831842,0.08140984505370637,-0.14407928834302153,-0.1990313710769159,-0.09114928000576532,0.03451590013877502,-0.03864157956531157,-0.0032975672906116723,-0.007910364299447886,-0.07484820986759133,-0.07656606868166209,0.016720415409989083,
2459125.2050692462,1.0002154976570106,0.0004149873453792618,0.011133202263429754,0.06042501104339697,0.032511986641426655,-0.015565739475682672,-0.061774572389197556,-0.07611986959413405,0.052877250143126955,0.017379333248104558,0.006125047405804285,-0.05196517448340072,-0.02771519647438872,-0.07295054665063301,
2459125.205764022,1.0000946166428757,0.00041497667962015096,-0.042828356020937576,0.1171755105421294,0.08168801504005262,-0.05081682677474728,-0.003816291507494686,-0.08916739128605423,0.07710529254639074,0.11970885332901805,-0.00817933513473032,-0.05127566399431957,-0.104302862140975,0.009514145315517466,
2459125.206458798,1.0000967753140464,0.00041496326303039344,0.08870816452180136,0.0950144207162258,0.013865439203624543,-0.030752295773545452,-0.07235352126395724,-0.026505862617309892,0.07661557253394548,-0.054677548380222145,0.03344588789701652,-0.018482726104223128,-0.052349851300336134,0.0038372716370211938,
2459125.2071535625,0.9997595404611588,0.0004149509204342832,0.0947415791581792,0.007070758276360195,-0.026448301303963122,0.10147026398428065,-0.05176134112427587,0.11242714714121718,0.08074571190847192,-0.04818177778813004,0.033376338677079086,-0.09979493502324399,-0.07437991756941285,0.0011845799657018523,
2459125.2078483384,0.9990042001646703,0.00041475870922314586,-0.01578850528746825,0.08792369257226762,0.05174898344691563,0.09006777028050596,-0.04768473172437365,0.08462164253468529,0.03173388795872502,0.06742862919953702,0.033748809735770414,-0.07740957935259819,-0.14219011500009204,0.029187196457874688,
2459125.2085431144,0.9999248029655234,0.0004149552605875053,0.035935068599295704,0.03754282156065676,-0.036920486077526266,-0.0050197663207672575,-0.1543855801206748,-0.006699535957969177,-0.0224067661268011,-0.00752893472265226,0.053536442154797546,-0.009932323058732453,-0.1546225642449073,-0.061093296744263434,
2459125.2099326663,1.0002939330754579,0.0004150502633613578,0.059536128496777814,-0.022285088524540007,0.023536871851516053,0.025908624078724227,-0.0064665678153806045,-0.0111656698240424,-0.03825504187204353,0.0323657995186209,-0.05642305509108523,-0.10584629057928863,-0.01093584870040568,-0.11328519255879177,
2459125.210627431,1.0004562260786773,0.00041513377997697427,-0.024342386451111576,-0.03980792599740329,0.022648801113875305,0.08769616371267312,-0.09593855112562134,0.0036137222660846285,-0.038860509476360744,-0.082427863100456,-0.15356027138416675,-0.1758524322455403,-0.09130099635630011,0.09991949050903405,
2459125.211322207,0.9999640885590253,0.00041507643123784416,-0.11425554480864827,-0.04340063462448719,0.02509373830103806,0.08151257758655006,-0.1221491109064147,-0.030976384860359186,-0.09711839120732708,-0.044916918720416685,-0.01433642529577151,-0.13234133000192308,-0.02810092111133253,0.029320779842424906,
2459125.212016983,1.0006390302352353,0.00041524882370917287,-0.05408899058125418,0.032928524841818525,-0.10162466971066898,0.15140544918479854,-0.14643344635783853,0.14624362878744682,0.030099797922247838,0.003767836780054513,-0.07835196733613722,-0.15437712584356714,0.05016220113789056,-0.07928474284332886,
2459125.2127117584,1.000544061497668,0.0004153195338297408,-0.12539634527606827,0.05389994450735861,-0.11152534065079846,0.041120107297536033,-0.08689419311883216,0.02422631459317972,-0.03377127696458991,0.05583790507207293,-0.2397672967912743,-0.09354256452778124,-0.027328775252613735,-0.051848262342485435,
2459125.2425870206,1.002057292284844,0.00048104760008809013,0.0507326506717104,0.023635272657983337,-0.029488879209935967,-0.12176009038262581,-0.08372895552272552,0.009448317840135232,0.06356805054221752,-0.08820430056477027,0.021529744238691088,-0.054474363098125506,0.04809611068989203,0.02830056783120894,
2459125.243281796,1.00102364517006,0.00043157796566987907,0.025658102336525337,0.08877602513735368,-0.027633705635777283,-0.0265228684146319,-0.02029067019716168,-0.0576019862594036,-0.04591854382116593,-0.01254958628342539,-0.010983349253678837,0.08228244401899693,0.003987212342245459,-0.026980284351412812,
2459125.243976572,1.0001784761804107,0.0004181855423211089,-0.15417783808781763,0.17673807809266018,0.0002047018552526186,0.008721844531687778,-0.004755581249253924,0.14905571272539003,0.03140517384802442,-0.032705473641879715,0.0627948062634504,-0.004433503289717482,0.06647648516504136,0.00013870658568881976,
2459125.2446713485,1.0000782486567927,0.0004157517025417598,-0.10413489055142025,0.0722833774250973,0.01669424303024412,0.01762889621236799,0.0006958455612466836,0.04789220141367895,-0.051742987987748644,-0.028997568194677133,-0.09852035859704225,-0.0343301664260018,-0.018307697064727856,-0.0022680453165141914,
2459125.245366113,0.9992835169257469,0.00041518491638861514,0.014098969720728605,0.061517764428563514,0.06062365316322551,-0.049952326145041796,0.1314954136124691,0.012127386627469176,-0.029682382108152428,0.052608712312893595,0.056719212475677815,-0.021643458216770016,-0.06365976525467729,-0.0032613953340498033,
2459125.2460608887,0.9998659702417454,0.0004151589491631057,-0.031425124263210265,0.07407334869504809,0.028078062527113406,-0.004612512833949553,-0.009685880878744316,0.16097958668393839,-0.02396973332805314,-0.14886902419765477,0.029037352630045147,0.08030991426807235,0.09147003814300478,-0.037574734566083894,
2459125.2467556642,0.9999839973421562,0.0004151364093865099,-0.13320011507987659,0.061695668052841886,0.07247534861876863,0.10749392766534452,-0.03698937197325594,0.03682258114678205,-0.16613241167744436,-0.043011519627172805,-0.0025209516421535777,0.020487501897859514,0.041717163374556186,-0.011043674072084694,
2459125.2481452045,0.9997680077718142,0.00041500351288438595,0.012495992317878428,0.08169617804435679,0.05549653164168304,0.18091385499398285,-0.02037355288621323,-0.0277237198335878,-0.02874365630773049,-0.08359854628198037,-0.0014453859261442388,0.004815521466482028,-0.02328035200016558,0.08830075988383002,
2459125.2488399805,0.9996821549776121,0.0004149745924278432,-0.03148208499034612,0.08565721918242786,0.07409404350154043,0.020586331826669076,0.08742976084155409,0.004688463596285539,0.06201154701212437,-0.03268048687570535,-0.047402195013790054,0.007846591650277589,-0.0001509456965343139,0.003006238243690481,
2459125.249534757,1.0000604341996664,0.00041504272461627173,-0.0423817033072826,0.0068572009855046336,0.04582622743270474,-0.08333839833966103,0.04030421528535665,-0.07346450241578742,-0.050541732098267754,-0.02202451622927864,-0.044678169913765435,-0.09054162219393129,-0.060003058013248775,0.11127111945297503,
2459125.250229533,0.9987800625924471,0.00041477880820332586,0.019978716802767194,-0.023926554285843272,0.0606598181881356,0.015461994812433212,0.0283101972201617,-0.03395460566611054,-0.04515466313529352,-0.1406440529912156,-0.036018843992846376,-0.012722555715472072,0.028598632150322628,0.0752950189660353,
2459125.2509243083,1.0002655830034515,0.00041503934021612195,0.057746744300117496,-0.04854802994154292,0.10892114501831508,0.006108615076005002,0.010336743710355725,-0.12164112300223498,0.04428073953341868,-0.03867597739168088,-0.008927038549162256,0.0047910848256644475,-0.014767572081302357,-0.017605655334072833,
2459125.2516190843,0.9993449534194568,0.0004148840865092457,0.0009308711185036254,-0.03510439398622178,0.05261179839974868,-0.08839904451159109,0.06032456087792189,0.012174015337955688,-0.09184348148127033,-0.024371152168691294,-0.13205621207942525,0.08110767213494764,-0.014013639177006989,-0.036178603129578574,
2459125.2523138486,0.9994422398427316,0.000414901199538731,0.09181777156653631,-0.05870241186971455,-0.006631452687308587,0.0008792085917105651,0.03496264992219147,0.06918497424737609,0.05983621717369161,-0.17377590315328753,-0.03210174659330938,0.006759715063915822,-0.0072560739434390075,0.10917631981089614,
2459125.2530086245,0.9998622777765166,0.00041495627421029636,-0.03544113695515829,-0.047728390550617665,0.09390807527162928,-0.05848898298678152,0.014632544788682034,0.1341589878866393,0.11731675181864357,0.02811414903987682,-0.05686491509037845,0.048450985750818264,0.06367298055682055,-0.0037891047000584398,
2459125.2537034005,1.0016188505344212,0.0004153622816957948,-0.057606920130232456,-0.09840136839415618,0.030035700653322957,-0.07783029511438705,-0.04937636054859241,0.049555667216714075,0.07978341799217976,-0.027885306671083295,0.0072415761060535344,0.0352153178013097,-0.02368350522516151,0.013948550798601234,
2459125.2543981764,1.0002565823627525,0.0004150570923104364,-0.0861677971797564,-0.043886240095399306,-0.0026303437308780133,-0.0670164643980966,0.0712570739321373,0.10978009437094274,0.09454887660356967,-0.024284797577909436,-0.12093942573471003,0.05912340462762065,-0.025656652604123014,-0.09578204602331551,
2459125.255092953,1.0005158200486783,0.0004151207486611998,0.053639294752149826,-0.11041906166242996,0.04784173840488319,0.010878917434097378,0.04415137843888378,0.011379053630741789,-3.0578360663130686e-05,-0.0984671467399982,-0.04505317827132877,-0.08225055590477326,-0.02661339907477386,0.071765369264305,
2459125.2557877167,1.0004665758474798,0.0004151503287470063,0.011905579782087899,-0.0934204540094262,-0.04574131355161107,0.08164578930455098,-0.08195113391829395,-0.11092127881854125,0.10633606872878487,-0.015369362413386309,0.003635848937161877,0.06017903728556688,-0.061138495599985666,-0.031438690962285416,
2459125.2564824927,1.0006919311506888,0.00041519657989904144,-0.06961452931103974,0.040464510901496414,-0.05272210420462738,-0.126823711160485,-0.011509562318857776,0.09346612075734316,-0.026243264244105224,-0.04534565645913624,0.0973681783810544,0.009117979308600354,-0.00396489374027417,0.038892732237205505,
2459125.2571772686,0.999283505569169,0.00041495166420221763,-0.07206225883779971,-0.10926097189402302,-0.008909241694695025,-0.07959830173451622,0.03167800782830199,0.019273677053658157,0.13833289326049394,0.004336955119207553,-0.0672112508037321,0.01035614592002283,-0.02844616940072026,0.09036591812700566,
2459125.2578720446,1.0003019700604674,0.0004151612820243947,-0.02555189317289174,-0.09006353829559499,-0.1204638752772206,0.053520559309219465,0.016476652553841675,-0.016876297325784006,-0.09808908072127812,-0.004999155997373041,0.04993267846875214,0.03684542277890733,-0.022779347242791882,-0.05236503825777711,
2459125.2592615844,1.0000087630943595,0.00041511202278171443,-0.017224449192662878,-0.04209213505536065,-0.01850687094940506,0.07884805734030575,-0.04327998457567546,-0.006315322580132608,0.04489988603057793,0.002606749897492157,0.0598221497849218,-0.011785033164787042,0.03664277775754135,0.005556660026144165,
2459125.259956361,1.0009120821937056,0.00041527083289839335,0.03929837938491788,0.0191465481634967,0.08455365432569711,-0.15080524901053124,-0.06479661574409473,-0.11640666964841763,-0.09430671803840257,0.10507354203582202,0.05968451152601528,0.01733615216349755,0.06787219859738938,0.0628610831045152,
2459125.2606511367,1.00048059003122,0.0004152094115252566,0.04234915216420973,0.03233982299786277,0.018689661765591146,-0.19944260435023856,0.002721376927081547,0.07036493464545426,0.03783370155115213,0.03466963341705977,0.008040575006141084,0.06379098574376164,-0.06802447342948785,0.021961681010109802,
2459125.2613459127,1.0001393889487482,0.00041516218817572224,0.025494382556339876,-0.0980522664740563,-0.052804831878315625,-0.06718720548465794,0.008162068085679255,-0.008415645730226209,-0.11498219033000537,0.03677642164983976,0.09532692939646768,-0.05749348214376226,-0.0311161528915006,0.07098863111862372,
2459125.2620406887,1.000998712508748,0.00041526359647672763,-0.07333147622253841,-0.015886775649192466,-0.12909117803350198,-0.05110115896084364,0.02146452886407902,-0.00132086680211181,-0.0736677751302979,0.03288150012870899,0.015364720339311773,0.04426206675189405,-0.010352169942895059,0.0964649722042251,
2459125.2634302285,1.0007842818025736,0.00041525631945393116,-0.07016676979889896,-0.120206083963964,-0.027616526601868682,-0.040741390795856966,-0.07409411226254417,0.02563802149607972,-0.10324406685109984,0.14153914513703333,-0.08276288442408575,0.0007206317480573902,-0.18254960620581762,-0.12906137320911115,
2459125.2641250044,0.999764157610669,0.0004150574427280477,-0.03856328805459312,-0.0418956507501154,-0.0702163003238665,-0.024470578056150653,0.04896784205438706,-0.03277693768948169,-0.008769420082020784,-0.02904154952905336,-0.03885627489097785,0.030634625598972863,-0.07830663432059583,-0.01388933386761253,
2459125.2648197804,0.9989379005669163,0.00041485837983559716,0.12141184341478004,0.0007599634707385105,-0.06337759882160333,0.04801306178999227,0.1436051007174936,-0.004689222904837023,-0.010508167069544425,-0.01090275036612635,-0.007210700502730924,-0.16135044047423172,0.06720152019237813,-0.03502853326140284,
2459125.2662093206,1.000384129677125,0.0004150971386156754,-0.05102952519156872,0.06392954683407788,-0.035387708005931794,0.023114772544113354,0.10423545446293588,0.07173047670555177,0.07345540272994043,0.017690386373364307,0.09350528509947317,0.011258354996297792,-0.09791014959610919,0.026922078268113717,
2459125.266904097,1.000257018172387,0.0004150522404641281,-0.09269524601493155,0.004748372132941409,0.000732815304452004,-0.13458870900295486,0.09663998608174408,-0.06937898238666738,-0.0010193164402367448,-0.0018221512348122657,0.04504918297807509,0.010000585355712523,-0.05909109485963862,0.013652234939026781,
2459125.2682936485,1.0002422950837988,0.0004150166055905863,-0.06792032613541492,0.0013723941278387503,-0.05643541864232657,0.020913766126321006,-0.06576671026567768,-0.08309074952000882,-0.009521535362542253,0.025427273758676774,0.0710988781317335,-0.006896423648744321,0.06741357111433902,-0.08739382055548213,
2459125.2689884244,1.0003413944941433,0.0004150412743338194,0.0031782951564521948,0.09648261334448469,-0.010104302670352358,0.05786996819986495,0.0069517295097482855,0.1119969732211615,0.14761501869716137,-0.08707548433906863,0.18835217959685796,0.00197509121661449,0.07435897720547556,-0.07507517634177538,
2459125.2696831888,1.000122789208997,0.0004149754003968429,-0.07440077803330908,0.020750662651556097,0.012678307307105004,0.057193169501853096,-0.08545988969914635,0.011964955465239055,-0.03157830452262581,0.04279041904483556,0.0980359718426866,0.11740566247890288,-0.08127396083800291,-0.1488326318556044,
2459125.2703779647,0.9994769152599938,0.0004148481709042578,-0.012986366652606544,0.10291516796828631,-0.05450499517191487,0.08252633880878048,-0.003098610518909074,-0.16488598041414484,-0.0117344124780542,-0.0516819352686577,-0.05180563298783758,-0.03632433506897085,0.07877328160323409,-0.023726790745713197,
2459125.27107274,0.9996833415595698,0.00041488918322002676,-0.011748736946860435,0.12492111223747754,-0.10248369823371906,-0.015593798377732037,0.013288555864208056,-0.09731938172656938,0.004324411602253475,-0.021181295907877703,-0.028750062305212674,0.08614258975571297,0.08111244390097554,-0.06633107442166614,
2459125.2717675166,0.9994214928667062,0.0004148563884648843,0.09785503850336565,0.08068108863799188,-0.01381242921588508,0.06161214725241601,-0.01932893725707054,-0.05029694999964765,0.006334825544215462,-0.07159942357530615,0.11306370072526183,-0.010488653354830468,-0.021414406617689435,-0.02964635702509347,
2459125.272462292,1.0001049734167267,0.000414982915013993,0.06948115113866564,0.027843337382999902,-0.00097695484126872,0.07183210954245717,0.009248254064865008,-0.16855481090971303,-0.06015746681716225,-0.02139552825779706,0.12082996006460199,-0.02877442224087028,-0.007341569905223529,0.03142067646146753,
2459125.2731570564,0.9998539811027557,0.0004149350924198048,0.0741520389323591,0.08927085948326957,-0.08362924222694153,-0.005165795678403243,0.033044353647835055,0.003013200725590405,0.0803146549505623,-0.15404430440308994,0.03168932929931012,-0.05861230605201958,-0.17987105752876814,0.04472392559637821,
2459125.273851833,0.9997792432696613,0.0004148938513553694,0.04782804879429171,0.08046554290992101,0.06876306066527549,-0.16088960030431848,-0.09493533186405717,-0.030658803422695235,0.05833432674198645,0.04950807187678498,0.06028735760020256,-0.04323181889462792,-0.03407348994975508,-0.03814159220882373,
2459125.274546609,0.9997040987760526,0.0004149014221428615,0.08213416153033438,0.054737620646450665,0.040535641667706915,-0.04334174617159395,-0.04075207360999503,-0.11517887204178934,0.22349836322811223,0.013821078749668984,-0.0763566372121555,-0.016716790453728068,-0.015140244657262209,-0.05377374423453288,
2459125.2759361602,1.0001287524787563,0.0004149698829530462,0.12182019871783223,-0.0015999439528757552,-0.014904037216574044,-0.10066420890082577,-0.04830880270142796,-0.03489411136957752,-0.01118035971965249,0.036954205187602986,0.07746588723102234,-0.10829604900731442,0.012219523869009069,0.06693948558841584,
2459125.276630925,0.999343682776332,0.00041479383110748155,-0.06164614555269134,0.1587097321927398,0.022533992669319002,0.03434596891448954,-0.0069217014204809545,0.14574451814127146,0.10050086183760812,-0.01898059357609626,0.10228603248020003,-0.07285606099651411,-0.03376564490212959,0.05600519649203614,
2459125.2773257005,0.9998802681628277,0.000414920416794713,0.11778585000149809,0.06124314989397509,-0.006447730380166635,-0.01637579945665082,-0.18745205457442662,0.09286779784263775,-0.05587631495718251,-0.007591525200396896,0.005826252554371912,-0.009738312648734383,0.007759586291776042,-0.09198684489571429,
2459125.2780204765,0.9997629230320203,0.00041493504630010065,-0.003275682324524919,0.06411657790762128,-0.03533710938867235,-0.024383688486864702,-0.012715130346026083,0.09902329721596137,0.011062609724368497,-0.10107196344825269,-0.15911164614876147,-0.04312093630146488,-0.015438733296913525,0.10403113015314706,
2459125.2787152524,0.9997539552363899,0.0004149524570506325,-0.025031892046992715,0.049941289958603904,0.02260291397298447,0.051402599359447604,-0.11052536039770994,-0.04564258876575675,0.06420441295769702,0.024503449282825534,-0.11106832797488755,-0.09565461228766127,-0.02548834310372689,-0.12006092803446337,
