BJD,flux,flux_err,flux_d,flux_err_d,cen_x,cen_y
2456181.2753171,0.992275462331849,0.0007380584533748348,0.9918931577939792,0.0007377740937321251,15.3359,15.296
2456181.275340501,0.9979956173961503,0.000737811604259742,0.9969295178900477,0.0007370234438979256,15.3351,15.2918
2456181.275363903,1.0089296733748991,0.0007427669472395846,1.009714163986594,0.0007433444837242017,15.3323,15.2994
2456181.2753873044,0.9897250873422844,0.0007343495964224455,0.9903176403399109,0.0007347892549298745,15.3362,15.3014
2456181.275410706,0.9968820229817791,0.0007381890181960411,0.9989310029373928,0.0007397062834961152,15.3319,15.3058
2456181.2754341075,1.0058280324854447,0.0007412654517957129,1.0084985162512292,0.0007432335191901618,15.3418,15.3164
2456181.2754575093,1.0062555777131148,0.0007412328105904113,1.0086972758536292,0.0007430314259873268,15.3406,15.3143
2456181.2754809107,0.9930784290658536,0.0007365508377049693,0.9943013616938629,0.0007374578678299356,15.3371,15.3054
2456181.2755043125,0.9973273904357974,0.0007388765235827052,0.9993427281086471,0.0007403695996857386,15.3405,15.3121
2456181.275527714,0.9978190669499374,0.0007383195830172474,1.0006922422405846,0.0007404455411721767,15.3421,15.3178
2456181.2755511156,0.9962607404302564,0.0007393233000802703,0.9978096367273974,0.0007404727332310636,15.3452,15.3132
2456181.275574517,1.0032168040768392,0.0007409900416259811,1.0035459369386488,0.0007412331437869314,15.3422,15.3045
2456181.275597919,1.0096150365124996,0.0007416449058073435,1.0108560781201419,0.0007425565524775261,15.3403,15.3078
2456181.27562132,1.0044964968668808,0.0007412226102137547,1.005225376444282,0.0007417604538245368,15.3385,15.3038
2456181.275644722,1.0006294932033508,0.0007384093463318267,1.0009362291321953,0.0007386357005201181,15.3458,15.3071
2456181.2756681233,1.0024533115921161,0.0007404004598552216,1.0041659407144623,0.0007416653879821313,15.3436,15.3128
2456181.275691525,0.9983926665522705,0.0007391254127731296,0.9995685259896356,0.0007399959195598099,15.3526,15.3168
2456181.2757149264,1.0032850545949437,0.0007405187842244398,1.00484846438193,0.0007416727277715918,15.3469,15.3145
2456181.275738328,1.0057608630881365,0.0007427893880682293,1.0053048953684973,0.0007424526400440422,15.345,15.3025
2456181.2757617296,1.0049553769059394,0.0007415857436227345,1.0058556714618494,0.0007422500971085375,15.347,15.3111
2456181.2757851314,1.0006799239381539,0.0007405289846010966,1.0013427844307556,0.0007410195184828865,15.3404,15.3049
2456181.2758085327,1.0004307553647855,0.0007388418423020723,1.0017240413443018,0.0007397969646737159,15.3449,15.3116
2456181.2758319345,0.9942168690476706,0.0007402413339793765,0.9955688790553135,0.0007412479691741401,15.3443,15.3115
2456181.275855336,0.99992918769119,0.0007412858525490263,1.0044634924975102,0.0007446473065854178,15.3378,15.3232
2456181.2758787377,0.9961854828073791,0.0007373668678375082,0.9988063539112785,0.0007393068113020947,15.3421,15.3165
2456181.275902139,0.9994589170305467,0.0007390948116431594,1.001682953494424,0.0007407394753540408,15.3416,15.314
2456181.275925541,0.9933786388738254,0.0007379931709642318,0.9956977623390045,0.0007397160762220551,15.3423,15.3151
2456181.275948942,0.9891041139680105,0.000735298231451522,0.9924494603150956,0.0007377851559500324,15.3414,15.3199
2456181.275972344,1.0028979589247429,0.000740890077934745,1.0076462632640355,0.000744397884028765,15.34,15.3259
2456181.2759957453,0.9924163639386114,0.0007370404557844927,0.9981206352166877,0.0007412768618490059,15.3472,15.3366
2456181.276019147,0.9881072382976662,0.0007348351343513062,0.9956513493394011,0.0007404455353645253,15.3423,15.3427
2456181.2760425485,0.9915259845137437,0.0007364569942397272,0.9981167082598378,0.0007413522614094457,15.3483,15.3421
2456181.2760659503,0.9839809603614456,0.0007325176087748955,0.9899201523359571,0.0007369389978855407,15.348,15.3387
2456181.2760893516,0.9953861832458434,0.0007368792898333162,0.9997965722312943,0.0007401442781948082,15.349,15.3311
2456181.276112753,0.9953527279922846,0.0007384195467084834,0.9982209811863099,0.0007405474096899307,15.3458,15.3206
2456181.276136155,0.9852409227051829,0.0007349371381178735,0.9871860050021595,0.0007363880656867554,15.3456,15.3157
2456181.276159556,1.0024185630788691,0.0007400414065969045,1.0039238270794375,0.0007411526766085638,15.3461,15.3136
2456181.276182958,1.0009735631242476,0.000738529710776376,1.001957914300168,0.0007392559763002985,15.3444,15.3096
2456181.2762063593,0.9985679134050678,0.0007386235542416181,1.00002657019389,0.0007397024976437796,15.3432,15.3112
2456181.276229761,1.0046621485083298,0.0007418835946211111,1.0054240862240371,0.0007424462405735295,15.3461,15.3097
2456181.2762531624,0.9987561608778234,0.000739327380230933,1.000561338430981,0.0007406636595386419,15.3453,15.3146
2456181.276276564,0.9948160925493414,0.0007371791809070243,0.9959468674831375,0.0007380171083850065,15.3432,15.3095
2456181.2762999656,1.0022481859803678,0.0007404983834711264,1.002779263849919,0.0007408907636314508,15.353,15.3137
2456181.2763233674,0.9926348051003199,0.0007355797618472479,0.9948362091828378,0.0007372110851520805,15.3455,15.3169
2456181.2763467687,0.99227346996765,0.0007343006346144931,0.9947037083977338,0.0007360990557912008,15.3492,15.3209
2456181.2763701705,0.9970591120886612,0.000739468145428796,0.997962853547487,0.000740138404606414,15.3387,15.3049
2456181.276393572,0.9930367006906332,0.0007369445722439193,0.9952027329838969,0.0007385520110633663,15.3431,15.3149
2456181.2764169737,0.995737012701709,0.0007360285784201443,0.9981994982540647,0.0007378487977324331,15.3424,15.3159
2456181.276440375,0.9990337845986148,0.0007388132812474335,1.0017421244970066,0.0007408161739602842,15.3438,15.3182
2456181.276463777,0.9993034690871743,0.0007386786362755645,1.0034165579022083,0.0007417190048230137,15.3468,15.3278
2456181.276487178,0.9973642671476954,0.0007410716446392348,1.0004611533776795,0.0007433727242420545,15.3477,15.3232
2456181.27651058,1.0019018363473375,0.0007387806400421319,1.0046526128287618,0.0007408090028376014,15.349,15.3223
2456181.2765339813,1.0028123920695646,0.0007426139415897335,1.0060249465382238,0.0007449929386537997,15.3437,15.3207
2456181.276557383,0.9972079577051451,0.0007394579450521392,1.0005483045995116,0.0007419349068846076,15.3468,15.3238
2456181.2765807845,0.9981045144214014,0.0007368446085526832,1.002120035347494,0.0007398090425394756,15.3493,15.3292
2456181.2766041863,0.9958601640817846,0.0007377912035064285,1.0010387846247155,0.0007416278271817966,15.347,15.3336
2456181.2766275876,1.0046968014005104,0.0007409288393660406,1.0079440918016738,0.000743323602746062,15.3439,15.321
2456181.2766509894,0.9965503720256006,0.000737852405766369,0.9996867757435716,0.0007401746195688239,15.3421,15.3192
2456181.276674391,0.9904389715997546,0.0007361040612074042,0.9952197317641139,0.0007396571695498186,15.3452,15.3303
2456181.2766977926,0.9937506817402565,0.000738933645691983,0.9972454317632825,0.0007415322737208709,15.3475,15.3252
2456181.276721194,0.9967403961918829,0.0007379952110395632,1.0008642837381398,0.0007410485730500033,15.3436,15.3255
2456181.2767445957,0.9987840453295598,0.0007385745924336658,1.0035328348364214,0.0007420861976610263,15.3457,15.3303
2456181.276767997,0.9983567571983635,0.0007380564132995036,1.0011570231012692,0.0007401265692769954,15.3462,15.3205
2456181.276791399,1.0066482458292794,0.0007423936134539481,1.0106419535899642,0.0007453389353653684,15.3469,15.3271
2456181.276838197,0.9959246060894298,0.0007372301827903079,1.000209259941638,0.0007404018848682992,15.341,15.3244
2456181.276861594,1.001056626407024,0.0007394722255794587,1.0026140464993818,0.0007406226788819772,15.3505,15.3172
2456181.2768849907,0.9955039987764337,0.0007366099998895783,0.9982148828236468,0.0007386158826385904,15.3469,15.3206
2456181.276908388,0.9959861442739875,0.0007375912761239564,1.000705593352434,0.0007410863292312572,15.3413,15.3269
2456181.2769317846,1.000101567286717,0.0007386276343922808,1.004923956989983,0.0007421892229500357,15.3455,15.3305
2456181.2769551813,1.0003021863182824,0.000739927162378349,1.003923561221131,0.0007426059065542818,15.3432,15.3225
2456181.2769785784,0.9986089786804163,0.0007388622430553858,1.0000522277298654,0.0007399300906841669,15.3449,15.3124
2456181.277001975,1.006814106858346,0.0007429423937180804,1.0078939867562338,0.0007437392523941752,15.3463,15.3115
2456181.2770253723,0.9998506759814455,0.0007397721166531667,0.9995127568445172,0.0007395220961639195,15.343,15.3016
2456181.277048769,1.0019949673301864,0.0007402984560886543,1.003439522721202,0.0007413657290396879,15.3432,15.3111
2456181.2770721656,0.9995046560946574,0.0007386888366522213,1.0008627402677464,0.0007396925354461965,15.3459,15.3127
2456181.277095563,1.0068395642422154,0.0007415918638487284,1.0068071594823564,0.0007415679959882322,15.3406,15.3014
2456181.2771189595,1.0015113105991853,0.0007379625698342616,1.0013849933478784,0.0007378694930987298,15.339,15.2997
2456181.2771423566,0.9987299901292965,0.0007396354316059663,0.9987229042370888,0.0007396301839644685,15.3387,15.3001
2456181.2771657533,1.0031964263515238,0.0007402637748080214,1.0030505985195264,0.000740156167704815,15.3325,15.2947
2456181.2771891505,1.008229763973132,0.0007436115384267624,1.008568358068572,0.0007438612657064057,15.3379,15.3013
2456181.277212547,0.9995141300266525,0.0007378952473483272,0.9998748422012607,0.0007381615445334374,15.3429,15.3052
2456181.277235944,0.9968113537294568,0.0007393437008335837,0.9982492713140074,0.0007404102168844671,15.342,15.3102
2456181.277259341,0.9970964575896575,0.0007359306548042397,0.9997492916812522,0.0007378886418327301,15.3407,15.3156
2456181.2772827377,0.9996118326304424,0.0007386745561249018,1.0015025876791974,0.0007400717511167866,15.3479,15.317
2456181.277306135,0.9973973437874603,0.0007382481803806502,0.9975278852351923,0.0007383448038445613,15.3522,15.311
2456181.2773295315,1.0061513310970984,0.0007414612990275223,1.0060138337557272,0.0007413599733579187,15.3473,15.3059
2456181.277352928,0.9982378373809693,0.0007375892360486251,0.9965168970884263,0.0007363176482685101,15.3442,15.2952
2456181.2773763253,0.9957399150861262,0.0007384052661811639,0.9944229350553402,0.0007374286406834267,15.3463,15.2989
2456181.277399722,1.002113715643164,0.0007383828253525192,0.9998186494196292,0.0007366917622964495,15.3483,15.2953
2456181.277423119,1.0048083872392124,0.0007399332826043432,1.002190018238265,0.0007380051355122756,15.3464,15.2922
2456181.277446516,1.0108670989625215,0.0007420263998943055,1.006634883870703,0.0007389197448934815,15.3453,15.283
2456181.2774699125,1.0022260208090685,0.0007413042132270086,0.9992914285019763,0.0007391336193727451,15.3407,15.2862
2456181.2774933097,1.0005123968308476,0.0007395783094966887,0.998769410288854,0.0007382898946361769,15.343,15.2942
2456181.2775167064,1.0085942133738632,0.000743262685545102,1.0070144439596687,0.0007420985070858498,15.3423,15.2946
2456181.2775401035,0.9984233612427856,0.0007394232637715063,0.9969645901747172,0.0007383429111814949,15.3409,15.2941
2456181.2775635,0.998081421056348,0.0007387296381588483,0.9972721456553797,0.0007381306532348574,15.3402,15.297
2456181.277586897,1.0079357096739765,0.0007421324838115355,1.006995349290893,0.0007414401063314266,15.3384,15.295
2456181.277610294,1.0143573324968131,0.0007436992616660104,1.0127743476260809,0.0007425386601285875,15.3477,15.2987
2456181.2776336907,1.004681352485675,0.0007416347054306868,1.003088389833014,0.0007404588138061977,15.3427,15.2948
2456181.277657088,0.9979983272266297,0.0007396150308526529,0.9984507192711912,0.0007399502979035763,15.34,15.3035
2456181.2776804846,1.0060706066916132,0.0007412103697617666,1.0053126097536895,0.0007406519246716311,15.3532,15.3071
2456181.2777038813,0.997167221875109,0.0007377177607944999,0.9983375131741261,0.0007385835580827068,15.3517,15.3161
2456181.2777272784,0.9948292266934399,0.000736767085690092,0.9977673390864603,0.0007389430415699073,15.3526,15.3261
2456181.277750675,0.9974247767097232,0.0007380686537514917,0.9987383307657184,0.0007390406499324331,15.358,15.3216
2456181.277797469,0.9961559696246,0.0007381420964634202,1.000422692265547,0.0007413036973484738,15.3544,15.3344
2456181.2778208656,1.0006945199888793,0.0007406697497989595,1.003496298011446,0.0007427435017637346,15.3534,15.3259
2456181.277844263,1.0043074218318457,0.0007408472363527867,1.006878911146661,0.0007427441463136001,15.354,15.3251
2456181.2778676595,0.992250912150989,0.0007367997268953937,0.9938871020407192,0.0007380146859840065,15.3468,15.3149
2456181.2778910566,0.9979097443398791,0.0007379482893069422,1.000750553749904,0.0007400490508800858,15.341,15.3168
2456181.2779144533,0.9977165801496056,0.000738998928102586,1.0005996992488675,0.0007411344262654283,15.3411,15.3171
2456181.27793785,0.9997037478092746,0.0007377891634310971,1.0034714331976098,0.0007405697446351016,15.3431,15.3232
2456181.277961247,0.9947147407920812,0.0007373505472348575,0.9976738215662541,0.0007395440201358532,15.3425,15.3186
2456181.277984644,0.9994610841594201,0.000740167891267448,1.0011295758498777,0.0007414035211440848,15.3517,15.3187
2456181.278008041,0.9992686025705565,0.000738645995070263,1.0012817152172209,0.0007401340610319661,15.3493,15.3187
2456181.2780314377,1.000184481595255,0.0007392151760877087,1.0013627305759982,0.0007400859949654282,15.3522,15.3165
2456181.278054835,0.9972165250194273,0.0007375586349186549,0.9989761231302053,0.0007388600641950757,15.3521,15.3195
2456181.2780782315,1.0010115201098106,0.0007392886187996375,1.0010812909790183,0.000739340147486863,15.3513,15.31
2456181.278101628,1.0018591198659543,0.0007394783458054526,1.0007477124639244,0.0007386580092023591,15.3533,15.3053
2456181.2781250253,0.9947935639612274,0.0007391764146564132,0.9942144001788954,0.0007387460698857672,15.3459,15.3025
2456181.278148422,1.004196281962305,0.0007413898963909251,1.0032676833012113,0.0007407043195993126,15.3402,15.2964
2456181.278171819,0.9986167559691914,0.0007392947390256314,0.999392619719609,0.0007398691255312211,15.34,15.3052
2456181.278195216,0.995828218803071,0.0007383624245992057,0.9990634413722063,0.0007407611985394902,15.3406,15.3186
2456181.2782186125,0.9972820240917444,0.0007376545184592282,1.002346790537397,0.0007414007484757363,15.3355,15.3243
2456181.2782420097,0.9978629118847028,0.0007394640652781332,1.0025157667366276,0.0007429120528954452,15.3397,15.3253
2456181.2782654064,0.9938590911269602,0.0007383012223392653,0.9973015936182762,0.0007408585303318526,15.3411,15.3201
