num mjd kelt1 comp1 comp2 airmass m1z k1loc c1loc c2loc tellurictop telluricbot
92 1.65368476 31437829.9273 17303855.9239 14620039.2677 1.05126568228 -0.262842 2.75449170618 2.33513710858 2.21324823584 22959190.1428 -0.0440872533877
93 1.65447109 31456334.4433 17312250.9001 14620974.2105 1.0500298738 -0.275807 2.75635615324 2.47082803727 2.07725323274 22900304.5658 -0.0909294013822
94 1.65526596 31470262.0365 17335535.3884 14633058.9816 1.04879365665 -0.296888 2.78097382906 2.39168738455 2.29034112795 23406098.528 -0.169394264415
95 1.65605761 31500419.1523 17351290.9227 14658387.4591 1.04757860673 -0.310981 2.55274197161 2.38169139018 2.19567568743 23394608.0488 -0.219850005156
96 1.65684369 31492120.4545 17346577.0219 14671644.7268 1.04637973871 -0.312235 2.60392353116 2.2125599151 2.2202121531 22681890.8541 -0.219790996737
97 1.65763569 31470222.4014 17325753.176 14633889.4043 1.04520373174 -0.310039 2.73260564337 2.31798475196 2.28622779434 22296278.7241 -0.20636334708
98 1.65842236 31446501.8158 17312534.9885 14620247.4594 1.04406371806 -0.289826 2.63579099004 2.37434925188 2.12758873188 21820700.2526 -0.123268362852
99 1.65921412 31462078.741 17318725.136 14635399.066 1.04292238352 -0.283478 2.7878803547 2.50916463195 2.26846437409 21789533.7538 -0.0943999109562
100 1.66017744 31439696.9372 17306106.6162 14608918.7308 1.04155587626 -0.26326 2.89439514614 2.55914692416 2.33629388837 24138358.9219 -0.0124601071529
101 1.66096927 31421072.9848 17296037.0305 14608310.0497 1.04047294365 -0.253394 3.11598046003 2.79549147639 2.66037527128 22333519.5412 0.0291518599977
102 1.66176057 31371183.9771 17268993.8609 14570556.9542 1.03939607281 -0.234691 3.01987504369 2.66323634529 2.43531308785 21435605.5088 0.104143070768
103 1.66254586 31343805.1021 17260343.0967 14557300.5444 1.03833805646 -0.223517 3.03122712415 2.77846330799 2.42619195766 20447880.5057 0.149909656647
104 1.66334695 31309889.443 17236989.4963 14548846.7529 1.03728212802 -0.210224 3.0918644403 2.85082306382 2.55290822148 20253643.8441 0.203338329443
105 1.66413863 31294926.2332 17238452.9026 14553996.8203 1.03627363711 -0.204842 3.13919256046 2.84482661845 2.41561193024 20032379.7031 0.226478666362
106 1.66493348 31307338.3741 17249060.4998 14549177.2488 1.03525704935 -0.207463 3.15175193316 2.94831614271 2.61946335285 19847155.1334 0.219307656994
107 1.66572458 31306740.5721 17258962.3837 14561550.5558 1.03427383029 -0.215185 3.1284461033 2.87171759228 2.61129327531 19698895.1712 0.193022696799
108 1.66651149 31327555.6798 17258718.8994 14541847.8006 1.03332298767 -0.220309 3.13118217168 2.85798197241 2.46757616306 19256946.6199 0.176591251776
109 1.66730452 31318671.9218 17248828.2362 14559170.4609 1.0323761486 -0.240674 3.2090165532 2.90931025145 2.56811000455 19315337.8088 0.103459414211
110 1.66829475 31399900.0219 17290526.6573 14596310.5831 1.03121179764 -0.260532 3.04753072301 2.81049798675 2.51608074084 21323661.4215 0.0326518546048
111 1.66908108 31384764.4252 17288249.3069 14607667.6714 1.03031920769 -0.272165 3.13041120929 2.9303716932 2.53710577048 19394302.8169 -0.00729842153878
112 1.66988002 31395848.9786 17314211.3348 14602878.2974 1.02941598896 -0.285347 2.96034686862 2.81003423537 2.48393587381 19534022.2809 -0.0527526104481
113 1.67067167 31448884.6516 17310216.2054 14622837.6973 1.02854666674 -0.286195 3.05566958502 2.79730701201 2.45057556912 19333100.1974 -0.0526039155999
114 1.6714642 31433782.583 17312571.3227 14624323.9909 1.0276952288 -0.290645 2.93870751906 2.772088723 2.42583078819 19402341.7776 -0.0657081950063
115 1.67225032 31289215.3452 17235280.473 14548955.1652 1.02687378582 -0.288758 2.78854281584 2.76814655116 2.30631349787 19435905.3104 -0.0556121438905
116 1.67304339 31331983.548 17261628.3691 14575522.7462 1.02605548709 -0.285005 3.21725590545 3.0006246959 2.64721375897 19279634.2785 -0.0388191311305
117 1.67384062 31389946.6103 17280908.2395 14584514.2851 1.02524492284 -0.278623 2.99886349868 2.69050162119 2.26139539438 19228836.8051 -0.0126131211985
118 1.67463636 31423441.018 17309919.3894 14611664.0877 1.02446490805 -0.276253 3.06190081495 2.87902355307 2.55191247227 19083399.9629 -0.00113940334393
119 1.67542835 31425909.6032 17306456.0811 14593434.8228 1.02370260404 -0.274367 2.8568333385 2.69555792676 2.09619268234 18936303.8967 0.00847868528859
120 1.67651257 31332684.0226 17264947.4482 14563215.7192 1.0226836495 -0.268662 2.92459368156 2.63801254568 2.43110561128 19809461.253 0.0317655239998
121 1.67730144 31274265.302 17228324.9065 14527723.8442 1.02197134528 -0.262718 2.79343041328 2.66168238712 2.35679490086 18783557.5932 0.0557443969863
122 1.67809501 31335990.296 17257481.7203 14555615.1655 1.0212681303 -0.258482 2.98371700591 2.70984092585 2.20938083294 18787807.9659 0.0734333851166
123 1.67888705 31369349.4692 17269722.2691 14571512.2901 1.02058231488 -0.257819 2.96420350409 2.59734109647 2.22257067962 18736724.6201 0.0782166414348
124 1.67967622 31336538.7609 17280390.9088 14569662.7217 1.01991366236 -0.261524 2.83578709477 2.49821808014 2.11707981117 18665355.9728 0.0673602136809
125 1.68046709 31292640.9262 17249489.322 14550292.543 1.01926059845 -0.259924 2.77365689601 2.52947626251 2.1425926899 18638238.8403 0.0753914478651
126 1.68126163 31386608.9915 17294884.7244 14593039.939 1.01862586736 -0.267873 2.84919438112 2.62291087154 2.23026108911 18924339.3581 0.0494605527409
127 1.68205536 31425242.2516 17310660.2207 14603433.5527 1.01800917889 -0.27779 3.03591960372 2.84310256649 2.39724099844 18554308.2087 0.0166505302227
128 1.68284196 31391962.0011 17298991.7316 14595075.8866 1.01740824521 -0.288124 2.88286669812 2.7255502275 2.14227970174 17749668.2947 -0.0175155367678
129 1.68363644 31400255.8759 17287396.1663 14588807.8903 1.01682607046 -0.295455 2.89457180546 2.69281665146 2.40739508289 17969401.3261 -0.0409824567179
130 1.68460666 31394931.9689 17307484.6413 14600169.5311 1.01613687689 -0.300616 2.76025438604 2.49914064638 2.23483535815 19515830.4079 -0.0567556917948
131 1.68540156 31366945.7903 17279170.3581 14586204.2574 1.01559111899 -0.306652 2.95947824381 2.77804777958 2.19318498183 17613893.9058 -0.0755697918433
132 1.68619352 31434372.0118 17307549.4079 14617488.5237 1.01506407222 -0.308978 2.85871247006 2.4508279842 2.31450295247 17209404.7566 -0.081360170027
133 1.68698264 31428592.1082 17307428.6877 14599777.0244 1.01455245698 -0.312232 2.96072786181 2.51183591666 2.07043794433 17053415.5733 -0.0904100367213
134 1.68777575 31341601.7856 17260337.4627 14583947.4787 1.01405928255 -0.313637 2.66731487514 2.44697831924 2.17979012776 16850072.8618 -0.09302178638
135 1.68856988 31375639.5493 17288490.7879 14621040.4166 1.01358293472 -0.316745 3.00578332339 2.76594540768 2.29511831859 16354077.6561 -0.101589417716
136 1.68936186 31408453.0914 17288964.755 14610543.9207 1.01312298052 -0.317807 2.76683696161 2.47446651946 1.94844571614 15893073.0859 -0.103065121297
137 1.69016243 31390531.7367 17286436.8221 14585044.5291 1.0126728155 -0.312429 2.67518283662 2.39844290757 1.87465741794 15863610.5214 -0.082270631618
138 1.69095495 31365403.1663 17271140.3843 14571208.699 1.01224739479 -0.304815 2.78562558848 2.47357755789 2.0446120101 15377352.8777 -0.0538692585462
139 1.69174721 31305224.7935 17239815.1066 14560494.5762 1.01183878867 -0.298487 2.52566445342 2.24839810017 1.86310777035 14942580.318 -0.0300554590917
140 1.69272784 31336905.2858 17252220.7814 14548009.1071 1.01136031413 -0.289914 2.58937588806 2.2762256622 1.61558638077 16816185.2253 0.00136225559269
141 1.69351637 31330150.592 17247967.9911 14553217.8942 1.01098877602 -0.288652 2.53345993466 2.25926200397 1.76593692429 14951708.991 0.00748820586161
142 1.69430855 31323931.5389 17244003.0191 14553368.2989 1.01063396903 -0.286721 2.599469612 2.38575572987 2.0726535322 14754550.6448 0.0158494441143
143 1.6951033 31243933.0122 17209214.967 14510971.1976 1.01029484831 -0.284416 2.29179899381 2.1329226386 1.88067647804 14606828.2235 0.0254244307258
144 1.69589493 31150532.6893 17150336.5189 14481962.7981 1.00997274516 -0.287882 2.39238622788 2.38860999391 1.84771881031 14365336.3612 0.0151867257405
145 1.69668158 31205971.7176 17186925.1534 14510331.2705 1.00966779754 -0.296415 2.20142811982 2.05794512034 1.63902540221 13690492.4966 -0.0123618872194
146 1.69747288 31212493.5862 17177485.2311 14504532.0771 1.00937946866 -0.288008 1.98476293548 1.72504760477 1.14236905702 13785465.7047 0.0179024197849
147 1.69826091 31219802.2244 17178791.0801 14494722.3595 1.00911148451 -0.286828 2.06144341692 1.7837418659 1.39061941405 13495956.4507 0.0234279662823
148 1.69905395 31245959.3408 17198480.3118 14505291.3988 1.00885512032 -0.294513 1.78442520045 1.49304079097 1.12615199136 13417914.6365 -0.00123942836512
149 1.69985126 31270793.1459 17234730.2604 14535783.8331 1.0086122937 -0.303747 1.89811022932 1.49490845988 0.940730104738 13357289.614 -0.031131879116
150 1.70083117 31237116.19 17222669.2329 14524381.503 1.00833885981 -0.306192 1.57380721377 1.36491383401 0.775268372982 15019619.8192 -0.0379650471643
151 1.7016247 31207227.7223 17190726.1952 14538877.5492 1.00813686034 -0.309112 1.68011973467 1.51406322409 0.878732164651 13595141.9647 -0.046427834629
152 1.70242122 31250401.2375 17223895.1115 14541998.1942 1.007951407 -0.313485 1.56719104258 1.47239405882 0.929826466454 13758286.9472 -0.0598209375845
153 1.70321285 31222276.8977 17215690.5827 14543714.8818 1.00778196493 -0.318404 1.35601804603 1.28338296034 0.425211277991 13367559.2449 -0.0750638797706
154 1.70399936 31251611.7043 17228532.6503 14528611.2521 1.00763136303 -0.320226 1.55890237206 1.2498630402 0.690521162423 13161015.6401 -0.0798663738669
155 1.70479382 31154675.8025 17190213.1793 14510603.9518 1.00749268795 -0.324473 1.03049950282 0.824096927307 0.102054126765 12983570.5756 -0.0928668285894
156 1.70558604 31203021.0335 17221903.2213 14504097.1625 1.00737321517 -0.31831 1.10151891706 0.76160085227 -0.00466348000309 12902815.8112 -0.0708576250875
157 1.70638127 31245483.1277 17231079.2759 14531221.5547 1.0072702021 -0.316583 1.00606720655 0.655899388881 -0.00663996162716 12837954.4831 -0.0638472358807
158 1.70716738 31170316.1595 17187853.7463 14483212.2844 1.00718299135 -0.314558 0.936961071271 0.70407568467 -0.24349236829 12484382.7578 -0.0558933186894
159 1.7079619 31139589.5854 17177017.0967 14486959.2608 1.00711216931 -0.313578 0.704317775553 0.525403446641 -0.0963645702613 12715889.4341 -0.0515014202491
160 1.7090313 31052735.0973 17134192.2795 14448846.761 1.0070427073 -0.297122 0.857394298392 0.673831526156 -0.176928057129 13323940.3505 0.00468317048965
161 1.70981903 31113514.2102 17150867.4364 14458237.581 1.00701017425 -0.287546 0.655051166846 0.431921003056 -0.432949291224 12268361.4507 0.0376936186937
162 1.71061637 31059077.6003 17110426.3379 14422983.3932 1.00699396041 -0.27084 1.00730844547 0.731183336052 0.0528705250055 12054424.9744 0.0944435557935
163 1.71140937 30933705.5431 17055785.5965 14384648.2957 1.00699466007 -0.260877 0.949182079136 0.605543370522 -0.0502154144856 11849631.7169 0.128530208243
164 1.71220193 30934844.8781 17050770.5384 14388548.2635 1.00701168577 -0.271428 0.760550652267 0.537587553402 -0.281076888051 12049094.8624 0.0940544144434
165 1.71298872 30408309.1305 16770935.4897 14138957.1334 1.00704460483 -0.246025 0.537248370097 0.529628987111 -0.590285903775 11631779.1448 0.179507379704
166 1.7137803 30719501.9065 16939822.1329 14283113.52 1.00709418715 -0.248306 0.839343531799 0.679643112138 -0.368895612174 11983201.784 0.172538806112
167 1.71456912 30757995.0613 16958115.7285 14300973.8632 1.00716015702 -0.246661 0.946502017111 0.720579022805 -0.216202220842 11845325.3869 0.178622383357
168 1.71536169 30783542.7408 16973203.7673 14310719.0525 1.00724252066 -0.24233 0.684030110106 0.526347782275 -0.258383279476 11712802.4069 0.193603847915
169 1.7161538 30910455.0747 17059100.2464 14377117.2538 1.00734175268 -0.253082 0.958928928388 0.624506909472 -0.192478050886 11825317.0842 0.158375614855
170 1.71714896 31073145.8245 17134297.6904 14437351.1793 1.00748877213 -0.273504 1.01122321902 0.579107756788 -0.246220287215 13437281.1338 0.0910219650697
171 1.71794378 30862895.5248 17048005.0801 14373180.679 1.00762455549 -0.282671 0.948551222057 0.777000641773 -0.0247127866858 11825973.3313 0.0610975955274
172 1.71873541 31069890.2139 17128975.0256 14442967.4677 1.00777721888 -0.302856 0.792560281224 0.510418603361 -0.139531447518 11754111.598 -0.00540646540728
173 1.71952071 31080965.1496 17151066.0453 14468789.4213 1.00794347112 -0.309429 1.14569681573 0.73228929215 -0.0667692008479 11853201.8723 -0.0267142276413
174 1.72031917 31152328.5271 17171529.6559 14500851.3163 1.00813154195 -0.331249 0.967964787746 0.674494038793 -0.0451911576177 12244113.9262 -0.0986085416676
175 1.72111221 31076629.4896 17146182.9913 14462038.0075 1.00833338565 -0.334674 1.0623117503 0.742048768509 -0.00658107186349 12205804.831 -0.109499037612
176 1.72190657 31033009.1385 17122674.1349 14464030.3262 1.00855232535 -0.344365 1.11166132817 0.882672259674 -0.0579517586681 12306302.6172 -0.141188089297
177 1.72269828 31018835.0324 17101997.7432 14446300.4857 1.00878715198 -0.356972 1.17104091741 0.921479008376 0.0372646337332 12528091.6799 -0.182557694584
178 1.72348807 31002114.5271 17113310.8977 14441337.9003 1.00903854959 -0.354306 0.771930383622 0.498419831071 -0.283165893516 12624748.659 -0.173365532316
179 1.72428006 31087694.7661 17140606.1731 14480660.9998 1.00930667323 -0.354601 0.89633638195 0.622016618788 -0.365584465245 12551640.398 -0.174026953405
180 1.72525916 31116517.4281 17161850.4228 14473379.9238 1.00966223484 -0.35777 0.85309179688 0.460575979705 -0.269846431833 13941707.6464 -0.184246116118
181 1.72604541 30974704.6792 17077967.5822 14431124.3184 1.00996263777 -0.356011 1.00095516341 0.501714666848 -0.475261716979 12480514.032 -0.178197331409
182 1.72683984 30783915.1365 16978809.3719 14347855.7671 1.01028414891 -0.336476 0.751738762637 0.608806734268 -0.247265487899 12711945.2657 -0.113376123223
